100079,2,10009,3.47,1
100080,1,10009,3.47,5
100080,2,10010,14.4,1
100080,3,10011,65.83,1
100081,1,10011,65.83,2
100082,1,10011,65.83,1
100082,2,10012,6.38,3
100083,1,10012,6.38,1
100083,2,10013,14.42,1
100083,3,10014,6.1,5
100084,1,10014,6.1,1
100085,1,10014,6.1,1
100085,2,10015,5.19,2
100086,1,10015,5.19,1
100086,3,10017,21.31,1
100086,2,10016,7.79,3
100087,1,10017,21.31,1
100088,1,10017,21.31,5
100088,2,10018,2.07,1
100089,1,10018,2.07,1
100089,3,10020,4.24,1
100089,2,10019,6.89,2
100090,1,10020,4.24,3
100091,1,10020,4.24,1
100091,2,10021,6.37,1
100092,1,10021,6.37,5
100092,2,10022,7.04,1
100092,3,10023,5.69,1
100093,1,10023,5.69,2
100094,1,10023,5.69,1
100094,2,10024,4.16,3
100095,1,10024,4.16,1
100095,2,10025,5.87,1
100095,3,10026,2.63,5
100096,1,10026,2.63,1
100097,1,10026,2.63,1
100097,2,10027,3.23,2
100098,1,10027,3.23,1
100098,3,10029,7.35,1
100098,2,10028,7.11,3
100099,1,10029,7.35,1
100100,1,10029,7.35,5
100100,2,10030,5.2,1
100101,1,10030,5.2,1
100101,3,10032,2.54,1
100101,2,10031,4.52,2
100102,1,10032,2.54,3
100103,1,10032,2.54,1
100103,2,10033,1.51,1
100104,1,10033,1.51,5
100104,2,10034,21.36,1
100104,3,10035,52.78,1
100105,1,10035,52.78,2
100106,1,10035,52.78,1
100106,2,10036,8.03,3
100107,1,10036,8.03,1
100107,2,10037,25.05,1
100107,3,10038,32.54,5
100108,1,10038,32.54,1
100109,1,10038,32.54,1
100109,2,10039,29.64,2
100110,1,10039,29.64,1
100110,3,10041,10.58,1
100110,2,10040,8.54,3
100111,1,10041,10.58,1
100112,1,10041,10.58,5
100112,2,10042,28.04,1
100113,1,10042,28.04,1
100113,3,10044,30.91,1
100113,2,10043,26.99,2
100114,1,10044,30.91,3
100115,1,10044,30.91,1
100115,2,10045,7.72,1
100116,1,10045,7.72,5
100116,2,10046,4.56,1
100116,3,10047,59.8,1
100117,1,10047,59.8,2
100118,1,10047,59.8,1
100118,2,10048,44.2,3
100119,1,10048,44.2,1
100119,2,10049,26.39,1
100119,3,10050,5.62,5
100120,1,10050,5.62,1
100121,1,10050,5.62,1
100121,2,10051,4.8,2
100122,1,10051,4.8,1
100122,3,10053,5.11,1
100122,2,10052,9.14,3
100123,1,10053,5.11,1
100124,1,10053,5.11,5
100124,2,10054,14.06,1
100125,1,10054,14.06,1
100125,3,10056,1.83,1
100125,2,10055,8.48,2
100126,1,10056,1.83,3
100127,1,10056,1.83,1
100127,2,10057,12.94,1
100128,1,10057,12.94,5
100128,2,10058,3.15,1
100128,3,10059,3.88,1
100129,1,10059,3.88,2
100130,1,10059,3.88,1
100130,2,10060,6.23,3
100131,1,10060,6.23,1
100131,2,10061,2.58,1
100131,3,10062,2.43,5
100132,1,10062,2.43,1
100133,1,10062,2.43,1
100133,2,10063,3.83,2
100134,1,10063,3.83,1
100134,3,10065,3.04,1
100134,2,10064,4.99,3
100135,1,10065,3.04,1
100136,1,10065,3.04,5
100136,2,10066,1.26,1
100137,1,10066,1.26,1
100137,3,10068,7.44,1
100137,2,10067,6.5,2
100138,1,10068,7.44,3
100139,1,10068,7.44,1
100139,2,10069,8.04,1
100140,1,10069,8.04,5
100140,2,10070,11.98,1
100140,3,10071,11.98,1
100141,1,10071,11.98,2
100142,1,10071,11.98,1
100142,2,10001,3.3,3
100143,1,10001,3.3,1
100143,2,10002,13.76,1
100143,3,10003,11.76,5
100144,1,10003,11.76,1
100145,1,10003,11.76,1
100145,2,10004,12.77,2
100146,1,10004,12.77,1
100146,3,10006,5.24,1
100146,2,10005,18.47,3
100147,1,10006,5.24,1
100148,1,10006,5.24,5
100148,2,10007,3.8,1
100149,1,10007,3.8,1
100149,3,10009,3.47,1
100149,2,10008,4.04,2
100150,1,10009,3.47,3
100151,1,10009,3.47,1
100151,2,10010,14.4,1
100152,1,10010,14.4,5
100152,2,10011,65.83,1
100152,3,10012,6.38,1
100153,1,10012,6.38,2
100154,1,10012,6.38,1
100154,2,10013,14.42,3
100155,1,10013,14.42,1
100155,2,10014,6.1,1
100155,3,10015,5.19,5
100156,1,10015,5.19,1
100157,1,10015,5.19,1
100157,2,10016,7.79,2
100158,1,10016,7.79,1
100158,3,10018,2.07,1
100158,2,10017,21.31,3
100159,1,10018,2.07,1
100160,1,10018,2.07,5
100160,2,10019,6.89,1
100161,1,10019,6.89,1
100161,3,10021,6.37,1
100161,2,10020,4.24,2
100162,1,10021,6.37,3
100163,1,10021,6.37,1
100163,2,10022,7.04,1
100164,1,10022,7.04,5
100164,2,10023,5.69,1
100164,3,10024,4.16,1
100165,1,10024,4.16,2
100166,1,10024,4.16,1
100166,2,10025,5.87,3
100167,1,10025,5.87,1
100167,2,10026,2.63,1
100167,3,10027,3.23,5
100168,1,10027,3.23,1
100169,1,10027,3.23,1
100169,2,10028,7.11,2
100170,1,10028,7.11,1
100170,3,10030,5.2,1
100170,2,10029,7.35,3
100171,1,10030,5.2,1
100172,1,10030,5.2,5
100172,2,10031,4.52,1
100173,1,10031,4.52,1
100173,3,10033,1.51,1
100173,2,10032,2.54,2
100174,1,10033,1.51,3
100175,1,10033,1.51,1
100175,2,10034,21.36,1
100176,1,10034,21.36,5
100176,2,10035,52.78,1
100176,3,10036,8.03,1
100177,1,10036,8.03,2
100178,1,10036,8.03,1
100178,2,10037,25.05,3
100179,1,10037,25.05,1
100179,2,10038,32.54,1
100179,3,10039,29.64,5
100180,1,10039,29.64,1
100181,1,10039,29.64,1
100181,2,10040,8.54,2
100182,1,10040,8.54,1
100182,3,10042,28.04,1
100182,2,10041,10.58,3
100183,1,10042,28.04,1
100184,1,10042,28.04,5
100184,2,10043,26.99,1
100185,1,10043,26.99,1
100185,3,10045,7.72,1
100185,2,10044,30.91,2
100186,1,10045,7.72,3
100187,1,10045,7.72,1
100187,2,10046,4.56,1
100188,1,10046,4.56,5
100188,2,10047,59.8,1
100188,3,10048,44.2,1
100189,1,10048,44.2,2
100190,1,10048,44.2,1
100190,2,10049,26.39,3
100191,1,10049,26.39,1
100191,2,10050,5.62,1
100191,3,10051,4.8,5
100192,1,10051,4.8,1
100193,1,10051,4.8,1
100193,2,10052,9.14,2
100194,1,10052,9.14,1
100194,3,10054,14.06,1
100194,2,10053,5.11,3
100195,1,10054,14.06,1
100196,1,10054,14.06,5
100196,2,10055,8.48,1
100197,1,10055,8.48,1
100197,3,10057,12.94,1
100197,2,10056,1.83,2
100198,1,10057,12.94,3
100199,1,10057,12.94,1
100199,2,10058,3.15,1
100200,1,10058,3.15,5
100200,2,10059,3.88,1
100200,3,10060,6.23,1
100201,1,10060,6.23,2
100202,1,10060,6.23,1
100202,2,10061,2.58,3
100203,1,10061,2.58,1
100203,2,10062,2.43,1
100203,3,10063,3.83,5
100204,1,10063,3.83,1
100205,1,10063,3.83,1
100205,2,10064,4.99,2
100206,1,10064,4.99,1
100206,3,10066,1.26,1
100206,2,10065,3.04,3
100207,1,10066,1.26,1
100208,1,10066,1.26,5
100208,2,10067,6.5,1
100209,1,10067,6.5,1
100209,3,10069,8.04,1
100209,2,10068,7.44,2
100210,1,10069,8.04,3
100211,1,10069,8.04,1
100211,2,10070,11.98,1
100212,1,10070,11.98,5
100212,2,10071,11.98,1
100212,3,10001,3.3,1
100213,1,10001,3.3,2
100214,1,10001,3.3,1
100214,2,10002,13.76,3
100215,1,10002,13.76,1
100215,2,10003,11.76,1
100215,3,10004,12.77,5
100216,1,10004,12.77,1
100217,1,10004,12.77,1
100217,2,10005,18.47,2
100218,1,10005,18.47,1
100218,3,10007,3.8,1
100218,2,10006,5.24,3
100219,1,10007,3.8,1
100220,1,10007,3.8,5
100220,2,10008,4.04,1
100221,1,10008,4.04,1
100221,3,10010,14.4,1
100221,2,10009,3.47,2
100222,1,10010,14.4,3
100223,1,10010,14.4,1
100223,2,10011,65.83,1
100224,1,10011,65.83,5
100224,2,10012,6.38,1
100224,3,10013,14.42,1
100225,1,10013,14.42,2
100226,1,10013,14.42,1
100226,2,10014,6.1,3
100227,1,10014,6.1,1
100227,2,10015,5.19,1
100227,3,10016,7.79,5
100228,1,10016,7.79,1
100229,1,10016,7.79,1
100229,2,10017,21.31,2
100230,1,10017,21.31,1
100230,3,10019,6.89,1
100230,2,10018,2.07,3
100231,1,10019,6.89,1
100232,1,10019,6.89,5
100232,2,10020,4.24,1
100233,1,10020,4.24,1
100233,3,10022,7.04,1
100233,2,10021,6.37,2
100234,1,10022,7.04,3
100235,1,10022,7.04,1
100235,2,10023,5.69,1
100236,1,10023,5.69,5
100236,2,10024,4.16,1
100236,3,10025,5.87,1
100237,1,10025,5.87,2
100238,1,10025,5.87,1
100238,2,10026,2.63,3
100239,1,10026,2.63,1
100239,2,10027,3.23,1
100239,3,10028,7.11,5
100240,1,10028,7.11,1
100241,1,10028,7.11,1
100241,2,10029,7.35,2
100242,1,10029,7.35,1
100242,3,10031,4.52,1
100242,2,10030,5.2,3
100243,1,10031,4.52,1
100244,1,10031,4.52,5
100244,2,10032,2.54,1
100245,1,10032,2.54,1
100245,3,10034,21.36,1
100245,2,10033,1.51,2
100246,1,10034,21.36,3
100247,1,10034,21.36,1
100247,2,10035,52.78,1
100248,1,10035,52.78,5
100248,2,10036,8.03,1
100248,3,10037,25.05,1
100249,1,10037,25.05,2
100250,1,10037,25.05,1
100250,2,10038,32.54,3
100251,1,10038,32.54,1
100251,2,10039,29.64,1
100251,3,10040,8.54,5
100252,1,10040,8.54,1
100253,1,10040,8.54,1
100253,2,10041,10.58,2
100254,1,10041,10.58,1
100254,3,10043,26.99,1
100254,2,10042,28.04,3
100255,1,10043,26.99,1
100256,1,10043,26.99,5
100256,2,10044,30.91,1
100257,1,10044,30.91,1
100257,3,10046,4.56,1
100257,2,10045,7.72,2
100258,1,10046,4.56,3
100259,1,10046,4.56,1
100259,2,10047,59.8,1
100260,1,10047,59.8,5
100260,2,10048,44.2,1
100260,3,10049,26.39,1
100261,1,10049,26.39,2
100262,1,10049,26.39,1
100262,2,10050,5.62,3
100263,1,10050,5.62,1
100263,2,10051,4.8,1
100263,3,10052,9.14,5
100264,1,10052,9.14,1
100265,1,10052,9.14,1
100265,2,10053,5.11,2
100266,1,10053,5.11,1
100266,3,10055,8.48,1
100266,2,10054,14.06,3
100267,1,10055,8.48,1
100268,1,10055,8.48,5
100268,2,10056,1.83,1
100269,1,10056,1.83,1
100269,3,10058,3.15,1
100269,2,10057,12.94,2
100270,1,10058,3.15,3
100271,1,10058,3.15,1
100271,2,10059,3.88,1
100272,1,10059,3.88,5
100272,2,10060,6.23,1
100272,3,10061,2.58,1
100273,1,10061,2.58,2
100274,1,10061,2.58,1
100274,2,10062,2.43,3
100275,1,10062,2.43,1
100275,2,10063,3.83,1
100275,3,10064,4.99,5
100276,1,10064,4.99,1
100277,1,10064,4.99,1
100277,2,10065,3.04,2
100278,1,10065,3.04,1
100278,3,10067,6.5,1
100278,2,10066,1.26,3
100279,1,10067,6.5,1
100280,1,10067,6.5,5
100280,2,10068,7.44,1
100281,1,10068,7.44,1
100281,3,10070,11.98,1
100281,2,10069,8.04,2
100282,1,10070,11.98,3
100283,1,10070,11.98,1
100283,2,10071,11.98,1
100284,1,10071,11.98,5
100284,2,10001,3.3,1
100284,3,10002,13.76,1
100285,1,10002,13.76,2
100286,1,10002,13.76,1
100286,2,10003,11.76,3
100287,1,10003,11.76,1
100287,2,10004,12.77,1
100287,3,10005,18.47,5
100288,1,10005,18.47,1
100289,1,10005,18.47,1
100289,2,10006,5.24,2
100290,1,10006,5.24,1
100290,3,10008,4.04,1
100290,2,10007,3.8,3
100291,1,10008,4.04,1
100292,1,10008,4.04,5
100292,2,10009,3.47,1
100293,1,10009,3.47,1
100293,3,10011,65.83,1
100293,2,10010,14.4,2
100294,1,10011,65.83,3
100295,1,10011,65.83,1
100295,2,10012,6.38,1
100296,1,10012,6.38,5
100296,2,10013,14.42,1
100296,3,10014,6.1,1
100297,1,10014,6.1,2
100298,1,10014,6.1,1
100298,2,10015,5.19,3
100299,1,10015,5.19,1
100299,2,10016,7.79,1
100299,3,10017,21.31,5
100300,1,10017,21.31,1
100301,1,10017,21.31,1
100301,2,10018,2.07,2
100302,1,10018,2.07,1
100302,3,10020,4.24,1
100302,2,10019,6.89,3
100303,1,10020,4.24,1
100304,1,10020,4.24,5
100304,2,10021,6.37,1
100305,1,10021,6.37,1
100305,3,10023,5.69,1
100305,2,10022,7.04,2
100306,1,10023,5.69,3
100307,1,10023,5.69,1
100307,2,10024,4.16,1
100308,1,10024,4.16,5
100308,2,10025,5.87,1
100308,3,10026,2.63,1
100309,1,10026,2.63,2
100310,1,10026,2.63,1
100310,2,10027,3.23,3
100311,1,10027,3.23,1
100311,2,10028,7.11,1
100311,3,10029,7.35,5
100312,1,10029,7.35,1
100313,1,10029,7.35,1
100313,2,10030,5.2,2
100314,1,10030,5.2,1
100314,3,10032,2.54,1
100314,2,10031,4.52,3
100315,1,10032,2.54,1
100316,1,10032,2.54,5
100316,2,10033,1.51,1
100317,1,10033,1.51,1
100317,3,10035,52.78,1
100317,2,10034,21.36,2
100318,1,10035,52.78,3
100319,1,10035,52.78,1
100319,2,10036,8.03,1
100320,1,10036,8.03,5
100320,2,10037,25.05,1
100320,3,10038,32.54,1
100321,1,10038,32.54,2
100322,1,10038,32.54,1
100322,2,10039,29.64,3
100323,1,10039,29.64,1
100323,2,10040,8.54,1
100323,3,10041,10.58,5
100324,1,10041,10.58,1
100325,1,10041,10.58,1
100325,2,10042,28.04,2
100326,1,10042,28.04,1
100326,3,10044,30.91,1
100326,2,10043,26.99,3
100327,1,10044,30.91,1
100328,1,10044,30.91,5
100328,2,10045,7.72,1
100329,1,10045,7.72,1
100329,3,10047,59.8,1
100329,2,10046,4.56,2
100330,1,10047,59.8,3
100331,1,10047,59.8,1
100331,2,10048,44.2,1
100332,1,10048,44.2,5
100332,2,10049,26.39,1
100332,3,10050,5.62,1
100333,1,10050,5.62,2
100334,1,10050,5.62,1
100334,2,10051,4.8,3
100335,1,10051,4.8,1
100335,2,10052,9.14,1
100335,3,10053,5.11,5
100336,1,10053,5.11,1
100337,1,10053,5.11,1
100337,2,10054,14.06,2
100338,1,10054,14.06,1
100338,3,10056,1.83,1
100338,2,10055,8.48,3
100339,1,10056,1.83,1
100340,1,10056,1.83,5
100340,2,10057,12.94,1
100341,1,10057,12.94,1
100341,3,10059,3.88,1
100341,2,10058,3.15,2
100342,1,10059,3.88,3
100343,1,10059,3.88,1
100343,2,10060,6.23,1
100344,1,10060,6.23,5
100344,2,10061,2.58,1
100344,3,10062,2.43,1
100345,1,10062,2.43,2
100346,1,10062,2.43,1
100346,2,10063,3.83,3
100347,1,10063,3.83,1
100347,2,10064,4.99,1
100347,3,10065,3.04,5
100348,1,10065,3.04,1
100349,1,10065,3.04,1
100349,2,10066,1.26,2
100350,1,10066,1.26,1
100350,3,10068,7.44,1
100350,2,10067,6.5,3
100351,1,10068,7.44,1
100352,1,10068,7.44,5
100352,2,10069,8.04,1
100353,1,10069,8.04,1
100353,3,10071,11.98,1
100353,2,10070,11.98,2
100354,1,10071,11.98,3
100355,1,10071,11.98,1
100355,2,10001,3.3,1
100356,1,10001,3.3,5
100356,2,10002,13.76,1
100356,3,10003,11.76,1
100357,1,10003,11.76,2
100358,1,10003,11.76,1
100358,2,10004,12.77,3
100359,1,10004,12.77,1
100359,2,10005,18.47,1
100359,3,10006,5.24,5
100360,1,10006,5.24,1
100361,1,10006,5.24,1
100361,2,10007,3.8,2
100362,1,10007,3.8,1
100362,3,10009,3.47,1
100362,2,10008,4.04,3
100363,1,10009,3.47,1
100364,1,10009,3.47,5
100364,2,10010,14.4,1
100365,1,10010,14.4,1
100365,3,10012,6.38,1
100365,2,10011,65.83,2
100366,1,10012,6.38,3
100367,1,10012,6.38,1
100367,2,10013,14.42,1
100368,1,10013,14.42,5
100368,2,10014,6.1,1
100368,3,10015,5.19,1
100369,1,10015,5.19,2
100370,1,10015,5.19,1
100370,2,10016,7.79,3
100371,1,10016,7.79,1
100371,2,10017,21.31,1
100371,3,10018,2.07,5
100372,1,10018,2.07,1
100373,1,10018,2.07,1
100373,2,10019,6.89,2
100374,1,10019,6.89,1
100374,3,10021,6.37,1
100374,2,10020,4.24,3
100375,1,10021,6.37,1
100376,1,10021,6.37,5
100376,2,10022,7.04,1
100377,1,10022,7.04,1
100377,3,10024,4.16,1
100377,2,10023,5.69,2
100378,1,10024,4.16,3
100379,1,10024,4.16,1
100379,2,10025,5.87,1
100380,1,10025,5.87,5
100380,2,10026,2.63,1
100380,3,10027,3.23,1
100381,1,10027,3.23,2
100382,1,10027,3.23,1
100382,2,10028,7.11,3
100383,1,10028,7.11,1
100383,2,10029,7.35,1
100383,3,10030,5.2,5
100384,1,10030,5.2,1
100385,1,10030,5.2,1
100385,2,10031,4.52,2
100386,1,10031,4.52,1
100386,3,10033,1.51,1
100386,2,10032,2.54,3
100387,1,10033,1.51,1
100388,1,10033,1.51,5
100388,2,10034,21.36,1
100389,1,10034,21.36,1
100389,3,10036,8.03,1
100389,2,10035,52.78,2
100390,1,10036,8.03,3
100391,1,10036,8.03,1
100391,2,10037,25.05,1
100392,1,10037,25.05,5
100392,2,10038,32.54,1
100392,3,10039,29.64,1
100393,1,10039,29.64,2
100394,1,10039,29.64,1
100394,2,10040,8.54,3
100395,1,10040,8.54,1
100395,2,10041,10.58,1
100395,3,10042,28.04,5
100396,1,10042,28.04,1
100397,1,10042,28.04,1
100397,2,10043,26.99,2
100398,1,10043,26.99,1
100398,3,10045,7.72,1
100398,2,10044,30.91,3
100399,1,10045,7.72,1
100400,1,10045,7.72,5
100400,2,10046,4.56,1
100401,1,10046,4.56,1
100401,3,10048,44.2,1
100401,2,10047,59.8,2
100402,1,10048,44.2,3
100403,1,10048,44.2,1
100403,2,10049,26.39,1
100404,1,10049,26.39,5
100404,2,10050,5.62,1
100404,3,10051,4.8,1
100405,1,10051,4.8,2
100406,1,10051,4.8,1
100406,2,10052,9.14,3
100407,1,10052,9.14,1
100407,2,10053,5.11,1
100407,3,10054,14.06,5
100408,1,10054,14.06,1
100409,1,10054,14.06,1
100409,2,10055,8.48,2
100410,1,10055,8.48,1
100410,3,10057,12.94,1
100410,2,10056,1.83,3
100411,1,10057,12.94,1
100412,1,10057,12.94,5
100412,2,10058,3.15,1
100413,1,10058,3.15,1
100413,3,10060,6.23,1
100413,2,10059,3.88,2
100414,1,10060,6.23,3
100415,1,10060,6.23,1
100415,2,10061,2.58,1
100416,1,10061,2.58,5
100416,2,10062,2.43,1
100416,3,10063,3.83,1
100417,1,10063,3.83,2
100418,1,10063,3.83,1
100418,2,10064,4.99,3
100419,1,10064,4.99,1
100419,2,10065,3.04,1
100419,3,10066,1.26,5
100420,1,10066,1.26,1
100421,1,10066,1.26,1
100421,2,10067,6.5,2
100422,1,10067,6.5,1
100422,3,10069,8.04,1
100422,2,10068,7.44,3
100423,1,10069,8.04,1
100424,1,10069,8.04,5
100424,2,10070,11.98,1
100425,1,10070,11.98,1
100425,3,10001,3.3,1
100425,2,10071,11.98,2
100426,1,10001,3.3,3
100427,1,10001,3.3,1
100427,2,10002,13.76,1
100428,1,10002,13.76,5
100428,2,10003,11.76,1
100428,3,10004,12.77,1
100429,1,10004,12.77,2
100430,1,10004,12.77,1
100430,2,10005,18.47,3
100431,1,10005,18.47,1
100431,2,10006,5.24,1
100431,3,10007,3.8,5
100432,1,10007,3.8,1
100433,1,10007,3.8,1
100433,2,10008,4.04,2
100434,1,10008,4.04,1
100434,3,10010,14.4,1
100434,2,10009,3.47,3
100435,1,10010,14.4,1
100436,1,10010,14.4,5
100436,2,10011,65.83,1
100437,1,10011,65.83,1
100437,2,10012,6.38,2
100437,3,10013,14.42,1
100438,1,10013,14.42,3
100439,1,10013,14.42,1
100439,2,10014,6.1,1
100440,1,10014,6.1,5
100440,3,10016,7.79,1
100440,2,10015,5.19,1
100441,1,10016,7.79,2
100442,1,10016,7.79,1
100442,2,10017,21.31,3
100443,1,10017,21.31,1
100443,3,10019,6.89,5
100443,2,10018,2.07,1
100444,1,10019,6.89,1
100445,1,10019,6.89,1
100445,2,10020,4.24,2
100446,1,10020,4.24,1
100446,2,10021,6.37,3
100446,3,10022,7.04,1
100447,1,10022,7.04,1
100448,1,10022,7.04,5
100448,2,10023,5.69,1
100449,1,10023,5.69,1
100449,2,10024,4.16,2
100449,3,10025,5.87,1
100450,1,10025,5.87,3
100451,1,10025,5.87,1
100451,2,10026,2.63,1
100452,1,10026,2.63,5
100452,3,10028,7.11,1
100452,2,10027,3.23,1
100453,1,10028,7.11,2
100454,1,10028,7.11,1
100454,2,10029,7.35,3
100455,1,10029,7.35,1
100455,3,10031,4.52,5
100455,2,10030,5.2,1
100456,1,10031,4.52,1
100457,1,10031,4.52,1
100457,2,10032,2.54,2
100458,1,10032,2.54,1
100458,2,10033,1.51,3
100458,3,10034,21.36,1
100459,1,10034,21.36,1
100460,1,10034,21.36,5
100460,2,10035,52.78,1
100461,1,10035,52.78,1
100461,2,10036,8.03,2
100461,3,10037,25.05,1
100462,1,10037,25.05,3
100463,1,10037,25.05,1
100463,2,10038,32.54,1
100464,1,10038,32.54,5
100464,3,10040,8.54,1
100464,2,10039,29.64,1
100465,1,10040,8.54,2
100466,1,10040,8.54,1
100466,2,10041,10.58,3
100467,1,10041,10.58,1
100467,3,10043,26.99,5
100467,2,10042,28.04,1
100468,1,10043,26.99,1
100469,1,10043,26.99,1
100469,2,10044,30.91,2
100470,1,10044,30.91,1
100470,2,10045,7.72,3
100470,3,10046,4.56,1
100471,1,10046,4.56,1
100472,1,10046,4.56,5
100472,2,10047,59.8,1
100473,1,10047,59.8,1
100473,2,10048,44.2,2
100473,3,10049,26.39,1
100474,1,10049,26.39,3
100475,1,10049,26.39,1
100475,2,10050,5.62,1
100476,1,10050,5.62,5
100476,3,10052,9.14,1
100476,2,10051,4.8,1
100477,1,10052,9.14,2
100478,1,10052,9.14,1
100478,2,10053,5.11,3
100479,1,10053,5.11,1
100479,3,10055,8.48,5
100479,2,10054,14.06,1
100480,1,10055,8.48,1
100481,1,10055,8.48,1
100481,2,10056,1.83,2
100482,1,10056,1.83,1
100482,2,10057,12.94,3
100482,3,10058,3.15,1
100483,1,10058,3.15,1
100484,1,10058,3.15,5
100484,2,10059,3.88,1
100485,1,10059,3.88,1
100485,2,10060,6.23,2
100485,3,10061,2.58,1
100486,1,10061,2.58,3
100487,1,10061,2.58,1
100487,2,10062,2.43,1
100488,1,10062,2.43,5
100488,3,10064,4.99,1
100488,2,10063,3.83,1
100489,1,10064,4.99,2
100490,1,10064,4.99,1
100490,2,10065,3.04,3
100491,1,10065,3.04,1
100491,3,10067,6.5,5
100491,2,10066,1.26,1
100492,1,10067,6.5,1
100493,1,10067,6.5,1
100493,2,10068,7.44,2
100494,1,10068,7.44,1
100494,2,10069,8.04,3
100494,3,10070,11.98,1
100495,1,10070,11.98,1
100496,1,10070,11.98,5
100496,2,10071,11.98,1
100497,1,10071,11.98,1
100497,2,10001,3.3,2
100497,3,10002,13.76,1
100498,1,10002,13.76,3
100499,1,10002,13.76,1
100499,2,10003,11.76,1
100500,1,10003,11.76,5
