44|"Loc-gov"|409505|"Bach."|13|"Divorc."|"Protec."|"2"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3040|                                  
54|"SelfENI"|392286|"Assoc-A"|12|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|0|7|1|0|1|0|1|1|1|1|1|0|0|1|3041|                                  
50|"Private"|177896|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|3042|                                  
36|"Private"|143486|"HS-grad"|9|"Married"|"Transp."|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|729.8|5|1|1|1|0|0|0|1|1|1|0|0|0|3043|                             
46|"Fed-gov"|106252|"< Bach."|10|"Divorc."|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|5|1|0|1|0|0|0|1|1|1|0|0|0|3044|                              
49|"Private"|54772|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|310.3|6|1|1|0|0|0|0|1|1|1|0|0|0|3045|                             
49|"SelfEI"|315998|"Bach."|13|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|3046|                                     
46|"Private"|249686|"Profsc"|15|"Separ."|"Prof."|"2"|"FreeShi"|"Male"|"U.S."|1|5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|3047|                                    
23|"Private"|148709|"HS-grad"|9|"Married"|"Cleric."|"6-8"|"FreeShi"|"Female"|"U.S."|0|3.5|4|0|2|1|0|1|0|0|0|0|1|1|1|0|0|3048|                           
33|"Private"|217460|"Assoc-A"|12|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|3|1|0|1|0|1|1|0|1|1|0|0|1|3049|                                  
17|"Private"|216137|"11th"|7|"NeverM"|"Sales"|"1"|"FreeShi"|"Female"|"U.S."|0|.8|1|0|0|1|0|1|0|1|1|0|0|1|1|0|0|3050|                                    
21|"Private"|442131|"HS-grad"|9|"NeverM"|"Handler"|"1"|"FreeShi"|"Female"|"U.S."|0|4|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3051|                                
37|"SelfENI"|241998|"Bach."|13|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|.5|1|0|1|1|0|1|0|1|1|1|1|1|0|0|1|3052|                                   
24|"SelfENI"|143062|"HS-grad"|9|"NeverM"|"Other"|"1"|"FreeShi"|"Male"|"U.S."|0|3|3|0|2|1|0|1|0|0|0|0|1|1|1|0|0|3053|                                    
23|"Private"|149224|"HS-grad"|9|"NeverM"|"Sales"|"2"|"FreeShi"|"Male"|"U.S."|0|4|4|0|2|1|0|1|0|0|0|0|1|1|1|0|0|3054|                                    
33|"Private"|355856|"Assoc-A"|12|"Married"|"Sales"|"3"|"Service"|"Male"|"U.S."|0|6|6|0|5|1|0|1|0|1|1|0|1|1|0|0|1|3055|                                  
41|"Private"|115932|"< Bach."|10|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|9999.9|5|1|1|1|0|0|0|1|1|1|0|0|0|3056|                             
23|"Private"|64520|"HS-grad"|9|"NeverM"|"Cleric."|"1"|"FreeShi"|"Male"|"U.S."|0|3|3|0|2|1|0|0|0|0|0|0|1|1|1|0|0|3057|                                   
23|"Private"|173535|"HS-grad"|9|"NeverM"|"Sales"|"1"|"FreeShi"|"Male"|"U.S."|0|4|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3058|                                    
55|"Private"|327589|"HS-grad"|9|"Divorc."|"Machine"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|6|1|0|1|1|1|1|1|1|1|0|0|1|3059|                               
24|"Private"|110371|"12th"|8|"NeverM"|"Machine"|"9+"|"FreeShi"|"Male"|"Mexico"|0|4|4|0|2|1|0|1|0|0|0|0|0|1|1|0|0|3060|                                  
36|"Private"|148581|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|1|5.5|6|0|5|1|0|1|0|0|0|1|1|1|0|0|0|3061|                                
43|"Private"|63503|"Bach."|13|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|4|1|0|0|0|0|0|1|1|1|0|0|0|3062|                                     
65|"SelfEI"|208452|"< Bach."|10|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|1|3.5|4|0|7|1|0|1|1|1|1|1|1|1|0|0|1|3063|                                 
36|"Private"|84306|"Bach."|13|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|501.3|5|0|0|0|0|0|0|1|1|1|0|0|0|3064|                                 
40|"Fed-gov"|171231|"Bach."|13|"NeverM"|"Cleric."|"2"|"FreeShi"|"Male"|"P.Rico."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3065|                                
57|"SelfENI"|95280|"< Bach."|10|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|9999.9|7|1|1|0|1|0|0|1|1|1|0|0|0|3066|                            
57|"Private"|562558|"HS-grad"|9|"Divorc."|"Cleric."|"9+"|"FreeShi"|"Female"|"U.S."|0|4|4|0|6|1|0|1|1|1|1|1|1|1|0|0|1|3067|                              
40|"Private"|72887|"Assoc-V"|11|"Married"|"Machine"|"3"|"Service"|"Male"|"U.S."|1|4|4|0|4|1|0|0|0|0|0|1|1|1|0|0|0|3068|                                 
38|"Private"|161141|"< Bach."|10|"Married"|"TechSup"|"3"|"FreeShi"|"Male"|"U.S."|0|4.5|5|0|5|1|0|1|0|1|0|1|1|1|0|0|1|3069|                              
42|"Loc-gov"|201723|"< Bach."|10|"NeverM"|"Crafts"|"2"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3070|                                  
45|"SelfENI"|160724|"Bach."|13|"Married"|"Exec."|"3"|"Service"|"Male"|"China"|1|4.5|5|0|6|1|0|1|0|1|0|1|1|1|0|0|1|3071|                                 
32|"Private"|37210|"Bach."|13|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|4|1|0|0|0|0|0|0|1|1|0|0|0|3072|                                   
48|"Private"|285335|"11th"|7|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|6|1|0|1|0|1|1|1|0|1|0|0|0|3073|                                      
22|"?"|217421|"< Bach."|10|"NeverM"|"?"|"1"|"FreeShi"|"Female"|"U.S."|0|3|3|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3074|                                           
38|"Fed-gov"|65706|"< Bach."|10|"Divorc."|"Exec."|"9+"|"FreeShi"|"Female"|"U.S."|0|3.8|4|0|4|1|0|0|0|0|0|1|1|1|0|0|0|3075|                              
40|"Private"|183765|"HS-grad"|9|"Married"|"Other"|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3076|                                   
26|"Private"|68991|"HS-grad"|9|"NeverM"|"Other"|"9+"|"Discoun"|"Male"|"U.S."|0|4|4|0|3|1|0|0|0|0|0|0|1|1|1|0|0|3077|                                    
23|"Private"|352207|"Assoc-V"|11|"NeverM"|"Other"|"1"|"FreeShi"|"Male"|"U.S."|0|2|2|0|1|1|0|1|0|1|1|0|1|1|1|0|1|3078|                                   
54|"Private"|38795|"9th"|5|"Separ."|"Crafts"|"9+"|"FreeShi"|"Male"|"U.S."|0|4|4|0|5|1|0|0|0|0|0|1|0|1|0|0|0|3079|                                       
78|"SelfENI"|59583|"7th-8th"|4|"Married"|"Farming"|"3"|"FreeShi"|"Male"|"U.S."|0|2.5|3|0|6|1|0|0|1|0|0|1|0|1|0|0|0|3080|                                
36|"Sta-gov"|223020|"< Bach."|10|"Divorc."|"Other"|"9+"|"Discoun"|"Female"|"U.S."|0|2|2|0|2|1|0|1|0|1|1|1|1|1|0|0|1|3081|                               
19|"Private"|456572|"HS-grad"|9|"NeverM"|"Farming"|"6-8"|"FreeShi"|"Male"|"U.S."|0|3.5|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3082|                              
38|"Private"|368140|"Bach."|13|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3083|                                    
20|"Private"|125010|"HS-grad"|9|"NeverM"|"Other"|"1"|"FreeShi"|"Female"|"U.S."|0|3|3|0|2|1|0|1|0|0|0|0|1|1|1|0|0|3084|                                  
49|"Private"|156926|"Assoc-V"|11|"Divorc."|"Exec."|"2"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|6|1|0|1|0|1|0|1|1|1|0|0|1|3085|                                
57|"Private"|148315|"HS-grad"|9|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|0|3|3|0|4|1|0|1|1|0|0|1|1|1|0|0|0|3086|                                   
19|"?"|140590|"12th"|8|"NeverM"|"?"|"1"|"Discoun"|"Male"|"U.S."|0|3|3|0|1|1|0|1|0|0|0|0|0|1|1|0|0|3087|                                                 
30|"Private"|56121|"HS-grad"|9|"NeverM"|"Crafts"|"2"|"FreeShi"|"Male"|"U.S."|0|4|4|0|3|1|0|0|0|0|0|0|1|1|0|0|0|3088|                                    
20|"?"|273701|"< Bach."|10|"NeverM"|"?"|"6-8"|"Discoun"|"Male"|"U.S."|0|1|1|3409.5|1|0|0|1|0|1|1|0|1|1|1|0|1|3089|                                      
42|"SelfEI"|130126|"Bach."|13|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|4|1|0|1|0|0|0|1|1|1|0|0|0|3090|                                     
58|"Private"|241056|"< Bach."|10|"Divorc."|"Cleric."|"9+"|"FreeShi"|"Female"|"U.S."|0|4.6|5|0|7|1|0|1|1|1|1|1|1|1|0|0|1|3091|                           
28|"Private"|203776|"10th"|6|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|4|1|0|1|0|1|1|0|0|1|1|0|0|3092|                                     
39|"Private"|112731|"HS-grad"|9|"Divorc."|"Other"|"2"|"Other"|"Female"|"Domin-R"|0|4|4|0|4|1|0|1|0|0|0|1|1|1|0|0|0|3093|                                
30|"Private"|87561|"Assoc-A"|12|"NeverM"|"TechSup"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|3|1|0|0|0|0|0|0|1|1|0|0|0|3094|                                
31|"SelfEI"|103435|"HS-grad"|9|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|4|1|0|1|0|0|0|0|1|1|0|0|0|3095|                                    
24|"Private"|194748|"HS-grad"|9|"NeverM"|"Transp."|"2"|"FreeShi"|"Female"|"U.S."|0|4.9|5|0|3|1|0|1|0|1|1|0|1|1|1|0|1|3096|                              
22|"Fed-gov"|218445|"< Bach."|10|"NeverM"|"Exec."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3097|                                 
81|"Private"|364099|"< Bach."|10|"Divorc."|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|2|2|0|4|1|0|1|1|1|1|1|1|1|0|0|1|3098|                              
52|"Private"|175714|"Assoc-A"|12|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|5.5|6|0|8|1|0|1|0|1|1|1|1|1|0|0|1|3099|                                
48|"Private"|265192|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|4.5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|3100|                                
30|"Private"|130078|"Bach."|13|"NeverM"|"Sales"|"2"|"FreeShi"|"Female"|"U.S."|0|4.5|5|0|4|1|0|1|0|0|0|0|1|1|0|0|0|3101|                                 
34|"Private"|186269|"HS-grad"|9|"Divorc."|"Cleric."|"1"|"FreeShi"|"Male"|"U.S."|0|4|4|0|3|1|0|1|0|1|1|0|1|1|0|0|1|3102|                                 
53|"SelfEI"|251675|"< Bach."|10|"Divorc."|"Sales"|"2"|"FreeShi"|"Male"|"Cuba"|1|5|5|861.4|7|1|1|1|0|1|1|1|1|1|0|0|1|3103|                               
75|"Private"|187424|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|2|2|0|4|1|0|1|1|1|1|1|1|1|0|0|1|3104|                                  
49|"Private"|169042|"HS-grad"|9|"Separ."|"Prof."|"9+"|"FreeShi"|"Female"|"P.Rico."|0|4|4|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3105|                              
27|"Private"|401723|"HS-grad"|9|"NeverM"|"Cleric."|"2"|"Discoun"|"Female"|"U.S."|0|4|4|0|3|1|0|1|0|1|1|0|1|1|1|0|1|3106|                                
44|"Private"|145160|"HS-grad"|9|"NeverM"|"Crafts"|"6-8"|"FreeShi"|"Male"|"U.S."|0|5.8|6|0|7|1|0|1|0|0|0|1|1|1|0|0|0|3107|                               
41|"SelfENI"|188738|"HS-grad"|9|"Divorc."|"Crafts"|"9+"|"FreeShi"|"Male"|"U.S."|0|2.7|3|0|3|1|0|1|0|1|1|1|1|1|0|0|1|3108|                               
21|"Private"|72119|"< Bach."|10|"NeverM"|"Cleric."|"2"|"FreeShi"|"Male"|"U.S."|0|4.5|5|0|3|1|0|0|0|0|0|0|1|1|1|0|0|3109|                                
24|"Private"|34446|"< Bach."|10|"NeverM"|"TechSup"|"2"|"FreeShi"|"Female"|"U.S."|0|3.7|4|0|2|1|0|0|0|0|0|0|1|1|1|0|0|3110|                              
18|"Private"|703067|"11th"|7|"NeverM"|"Sales"|"1"|"FreeShi"|"Male"|"U.S."|0|2|2|0|1|1|0|1|0|1|1|0|0|1|1|0|0|3111|                                       
44|"Private"|277647|"HS-grad"|9|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3112|                                   
49|"Private"|153536|"< Bach."|10|"Divorc."|"Prof."|"2"|"FreeShi"|"Male"|"U.S."|1|4.4|4|1408.4|5|1|1|1|0|1|0|1|1|1|0|0|1|3113|                           
39|"?"|157443|"Masters"|14|"Married"|"?"|"4-5"|"Service"|"Female"|"?"|0|4|4|346.4|4|0|0|1|0|1|0|1|1|1|0|0|1|3114|                                       
34|"SelfENI"|304622|"Bach."|13|"Divorc."|"Prof."|"9+"|"FreeShi"|"Female"|"U.S."|0|5|5|0|4|1|0|1|0|1|1|0|1|1|0|0|1|3115|                                 
62|"Private"|149617|"< Bach."|10|"Widowed"|"Exec."|"2"|"FreeShi"|"Female"|"U.S."|0|1.6|2|0|3|1|0|1|1|0|0|1|1|1|0|0|0|3116|                              
41|"Private"|315834|"Bach."|13|"NeverM"|"Prof."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3117|                                   
34|"Private"|279015|"< Bach."|10|"NeverM"|"Sales"|"2"|"FreeShi"|"Male"|"U.S."|0|6.5|7|0|6|1|0|1|0|1|1|0|1|1|0|0|1|3118|                                 
50|"Private"|271160|"< Bach."|10|"Divorc."|"Sales"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3119|                                
46|"Private"|34377|"Assoc-A"|12|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|5|1|0|0|0|0|0|1|1|1|0|0|0|3120|                                  
20|"Private"|148709|"< Bach."|10|"NeverM"|"Prof."|"9+"|"FreeShi"|"Female"|"U.S."|0|2.5|3|0|2|1|0|1|0|0|0|0|1|1|1|0|0|3121|                              
40|"Sta-gov"|390781|"HS-grad"|9|"Divorc."|"Other"|"2"|"Discoun"|"Female"|"U.S."|0|4.8|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3122|                               
41|"Private"|206565|"< Bach."|10|"NeverM"|"Crafts"|"2"|"Discoun"|"Male"|"U.S."|0|4.5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3123|                                
29|"Private"|133937|"Bach."|13|"Married"|"Prof."|"3"|"FreeShi"|"Male"|"U.S."|1|4|4|0|3|1|0|1|0|0|0|0|1|1|1|0|0|3124|                                    
28|"Private"|416577|"HS-grad"|9|"Married"|"Crafts"|"3"|"Discoun"|"Male"|"U.S."|0|4|4|282.9|3|0|0|1|0|1|1|0|1|1|1|0|1|3125|                              
31|"Private"|129804|"9th"|5|"NeverM"|"Farming"|"2"|"FreeShi"|"Male"|"P.Rico."|0|4|4|0|3|1|0|1|0|0|0|0|0|1|0|0|0|3126|                                   
35|"Private"|161637|"PhD"|16|"Married"|"Prof."|"3"|"Service"|"Male"|"Taiwan"|1|4|4|0|4|1|0|1|0|1|0|1|1|1|0|0|1|3127|                                    
42|"Private"|85995|"HS-grad"|9|"Married"|"Transp."|"3"|"FreeShi"|"Male"|"U.S."|0|5|5|0|5|1|0|0|0|0|0|1|1|1|0|0|0|3128|                                  
49|"Private"|31264|"HS-grad"|9|"Divorc."|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|3.5|4|0|5|1|0|0|0|0|0|1|1|1|0|0|0|3129|                              
44|"Private"|355728|"< Bach."|10|"Separ."|"Exec."|"2"|"FreeShi"|"Male"|"England"|0|4.5|5|0|6|1|0|1|0|1|1|1|1|1|0|0|1|3130|                              
34|"Private"|269723|"HS-grad"|9|"Divorc."|"Exec."|"9+"|"FreeShi"|"Female"|"U.S."|0|5|5|297.7|4|0|0|1|0|1|1|0|1|1|0|0|1|3131|                            
68|"No-pay"|174695|"< Bach."|10|"Mabsent"|"Farming"|"9+"|"FreeShi"|"Female"|"U.S."|0|2.5|3|0|5|1|0|1|1|1|1|1|1|1|0|0|1|3132|                            
27|"Private"|19395|"< Bach."|10|"Married"|"Handler"|"4-5"|"FreeShi"|"Female"|"U.S."|0|3.5|4|0|3|1|0|0|0|0|0|0|1|1|1|1|0|3133|                           
32|"Private"|90969|"Assoc-V"|11|"Married"|"Transp."|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|4|1|0|0|0|0|0|0|1|1|0|0|0|3134|                               
57|"Loc-gov"|199546|"Masters"|14|"Divorc."|"Other"|"9+"|"Discoun"|"Female"|"U.S."|0|4|4|0|6|1|0|1|1|1|1|1|1|1|0|0|1|3135|                               
39|"Private"|185099|"HS-grad"|9|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|4|1|0|1|0|1|1|1|1|1|0|0|1|3136|                                   
38|"Private"|187847|"Assoc-V"|11|"Married"|"Exec."|"3"|"FreeShi"|"Male"|"U.S."|1|5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3137|                                  
54|"SelfENI"|212165|"HS-grad"|9|"Married"|"Sales"|"3"|"FreeShi"|"Male"|"U.S."|0|6|6|0|8|1|0|1|0|1|1|1|1|1|0|0|1|3138|                                   
51|"Private"|115025|"HS-grad"|9|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|5|1|0|1|0|0|0|1|1|1|0|0|0|3139|                                  
26|"Private"|162872|"Assoc-A"|12|"NeverM"|"Prof."|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|3|1|0|1|0|1|0|0|1|1|1|0|1|3140|                                 
30|"Private"|302149|"Bach."|13|"Married"|"Sales"|"3"|"Service"|"Male"|"India"|0|4|4|0|3|1|0|1|0|1|1|0|1|1|0|0|1|3141|                                   
34|"Private"|314646|"9th"|5|"Married"|"Crafts"|"3"|"FreeShi"|"Male"|"U.S."|0|4|4|0|3|1|0|1|0|1|1|0|0|1|0|0|0|3142|                                      
32|"Private"|97306|"Bach."|13|"NeverM"|"Cleric."|"2"|"FreeShi"|"Female"|"U.S."|0|4.8|5|0|4|1|0|0|0|0|0|0|1|1|0|0|0|3143|                                
41|"Private"|171615|"Assoc-A"|12|"Married"|"TechSup"|"3"|"FreeShi"|"Male"|"U.S."|1|4.5|5|0|5|1|0|1|0|1|1|1|1|1|0|0|1|3144|                              
23|"SelfENI"|184370|"HS-grad"|9|"Divorc."|"Other"|"2"|"FreeShi"|"Female"|"U.S."|0|4|4|0|2|1|0|1|0|1|1|0|1|1|1|0|1|3145|                                 
