68|promotion name# 68|online discount|internet|50200|8-OCT-1999|8-JAN-2000|
69|promotion name# 69|radio commercial|radio|81600|30-DEC-2000|30-JAN-2001|
70|promotion name# 70|TV program sponsorship|TV|63900|26-JUL-1998|26-SEP-1998|
71|promotion name# 71|TV program sponsorship|TV|69700|11-JAN-1999|11-APR-1999|
72|promotion name# 72|downtown billboard|post|73500|16-FEB-2000|16-MAR-2000|
73|promotion name# 73|coupon magazine|magazine|23800|23-SEP-1998|23-NOV-1998|
74|promotion name# 74|TV program sponsorship|TV|81700|22-APR-1999|22-JUL-1999|
75|promotion name# 75|coupon news|newspaper|91800|19-AUG-2000|19-SEP-2000|
76|promotion name# 76|coupon magazine|magazine|84500|21-NOV-1998|21-JAN-1999|
77|promotion name# 77|downtown billboard|post|65800|3-MAR-1999|3-JUN-1999|
78|promotion name# 78|radio program sponsorship|radio|95300|5-MAY-2000|5-JUN-2000|
79|promotion name# 79|ad news|newspaper|52000|6-JUN-1998|6-AUG-1998|
80|promotion name# 80|ad magazine|magazine|79300|10-OCT-1999|10-JAN-2000|
81|promotion name# 81|coupon news|newspaper|27600|27-DEC-2000|27-JAN-2001|
82|promotion name# 82|ad news|newspaper|32000|12-JUL-1998|12-SEP-1998|
83|promotion name# 83|online discount|internet|48800|20-JAN-1999|20-APR-1999|
84|promotion name# 84|TV program sponsorship|TV|94600|24-FEB-2000|24-MAR-2000|
85|promotion name# 85|promotion movie|TV|58500|7-SEP-1998|7-NOV-1998|
86|promotion name# 86|manufacture rebate magazine|magazine|76600|1-APR-1999|1-JUL-1999|
87|promotion name# 87|TV program sponsorship|TV|81500|29-AUG-2000|29-SEP-2000|
88|promotion name# 88|coupon magazine|magazine|36000|14-NOV-1998|14-JAN-1999|
89|promotion name# 89|coupon magazine|magazine|54900|2-MAR-1999|2-JUN-1999|
90|promotion name# 90|household flyer|flyer|81200|9-MAY-2000|9-JUN-2000|
91|promotion name# 91|hospital flyer|flyer|53200|28-JUN-1998|28-AUG-1998|
92|promotion name# 92|ad|internet|10500|4-OCT-1999|4-JAN-2000|
93|promotion name# 93|online discount|internet|3400|15-DEC-2000|15-JAN-2001|
94|promotion name# 94|ad magazine|magazine|40500|31-JUL-1998|30-SEP-1998|
95|promotion name# 95|TV commercial|TV|99600|13-JAN-1999|13-APR-1999|
96|promotion name# 96|manufacture rebate news|newspaper|40900|25-FEB-2000|25-MAR-2000|
97|promotion name# 97|promotion movie|TV|9400|18-SEP-1998|18-NOV-1998|
98|promotion name# 98|coupon news|newspaper|79500|17-APR-1999|17-JUL-1999|
99|promotion name# 99|TV program sponsorship|TV|83400|8-AUG-2000|8-SEP-2000|
100|promotion name# 100|TV commercial|TV|61600|30-NOV-1998|30-JAN-1999|
101|promotion name# 101|downtown billboard|post|33400|26-MAR-1999|26-JUN-1999|
102|promotion name# 102|hospital flyer|flyer|35800|11-MAY-2000|11-JUN-2000|
103|promotion name# 103|coupon news|newspaper|100000|16-JUN-1998|16-AUG-1998|
104|promotion name# 104|manufacture rebate news|newspaper|51600|23-OCT-1999|23-JAN-2000|
105|promotion name# 105|TV program sponsorship|TV|68600|22-DEC-2000|22-JAN-2001|
106|promotion name# 106|ad news|newspaper|69300|19-JUL-1998|19-SEP-1998|
107|promotion name# 107|online discount|internet|62800|21-JAN-1999|21-APR-1999|
108|promotion name# 108|manufacture rebate news|newspaper|65500|3-FEB-2000|3-MAR-2000|
109|promotion name# 109|billboard|post|11600|5-SEP-1998|5-NOV-1998|
110|promotion name# 110|coupon news|newspaper|7600|6-APR-1999|6-JUL-1999|
111|promotion name# 111|TV commercial|TV|1500|10-AUG-2000|10-SEP-2000|
112|promotion name# 112|loyal customer discount|internet|14900|27-NOV-1998|27-JAN-1999|
113|promotion name# 113|hospital flyer|flyer|20200|12-MAR-1999|12-JUN-1999|
114|promotion name# 114|downtown billboard|post|86300|20-MAY-2000|20-JUN-2000|
115|promotion name# 115|online discount|internet|63500|24-JUN-1998|24-AUG-1998|
116|promotion name# 116|TV program sponsorship|TV|59000|7-OCT-1999|7-JAN-2000|
117|promotion name# 117|freeway billboard|post|14300|1-DEC-2000|1-JAN-2001|
118|promotion name# 118|radio program sponsorship|radio|54600|29-JUL-1998|29-SEP-1998|
119|promotion name# 119|loyal customer discount|internet|98400|14-JAN-1999|14-APR-1999|
120|promotion name# 120|downtown billboard|post|8800|2-FEB-2000|2-MAR-2000|
121|promotion name# 121|downtown billboard|post|33600|9-SEP-1998|9-NOV-1998|
122|promotion name# 122|TV commercial|TV|91600|28-APR-1999|28-JUL-1999|
123|promotion name# 123|coupon news|newspaper|28700|4-AUG-2000|4-SEP-2000|
124|promotion name# 124|hospital flyer|flyer|36200|15-NOV-1998|15-JAN-1999|
125|promotion name# 125|online discount|internet|9800|31-MAR-1999|30-JUN-1999|
126|promotion name# 126|coupon news|newspaper|9900|13-MAY-2000|13-JUN-2000|
127|promotion name# 127|TV program sponsorship|TV|37800|25-JUN-1998|25-AUG-1998|
128|promotion name# 128|online discount|internet|52600|18-OCT-1999|18-JAN-2000|
129|promotion name# 129|manufacture rebate magazine|magazine|44900|17-DEC-2000|17-JAN-2001|
130|promotion name# 130|manufacture rebate magazine|magazine|15500|8-JUL-1998|8-SEP-1998|
131|promotion name# 131|online discount|internet|86700|30-JAN-1999|30-APR-1999|
132|promotion name# 132|online discount|internet|74200|26-FEB-2000|26-MAR-2000|
133|promotion name# 133|radio program sponsorship|radio|17300|11-SEP-1998|11-NOV-1998|
134|promotion name# 134|downtown billboard|post|84400|16-APR-1999|16-JUL-1999|
135|promotion name# 135|freeway billboard|post|37900|23-AUG-2000|23-SEP-2000|
136|promotion name# 136|ad news|newspaper|80500|22-NOV-1998|22-JAN-1999|
137|promotion name# 137|online discount|internet|59700|19-MAR-1999|19-JUN-1999|
138|promotion name# 138|coupon news|newspaper|7800|21-MAY-2000|21-JUN-2000|
139|promotion name# 139|coupon news|newspaper|57300|3-JUN-1998|3-AUG-1998|
140|promotion name# 140|TV program sponsorship|TV|44500|5-OCT-1999|5-JAN-2000|
141|promotion name# 141|TV program sponsorship|TV|4800|6-DEC-2000|6-JAN-2001|
142|promotion name# 142|coupon news|newspaper|27500|10-JUL-1998|10-SEP-1998|
143|promotion name# 143|coupon news|newspaper|4100|27-JAN-1999|27-APR-1999|
144|promotion name# 144|coupon news|newspaper|34000|12-FEB-2000|12-MAR-2000|
145|promotion name# 145|loyal customer discount|internet|1400|20-SEP-1998|20-NOV-1998|
146|promotion name# 146|ad|internet|87900|24-APR-1999|24-JUL-1999|
147|promotion name# 147|freeway billboard|post|5400|7-AUG-2000|7-SEP-2000|
148|promotion name# 148|coupon magazine|magazine|94000|1-NOV-1998|1-JAN-1999|
149|promotion name# 149|downtown billboard|post|92900|29-MAR-1999|29-JUN-1999|
150|promotion name# 150|general flyer|flyer|88700|14-MAY-2000|14-JUN-2000|
151|promotion name# 151|TV program sponsorship|TV|26800|2-JUN-1998|2-AUG-1998|
152|promotion name# 152|TV program sponsorship|TV|10600|9-OCT-1999|9-JAN-2000|
153|promotion name# 153|coupon magazine|magazine|31300|28-DEC-2000|28-JAN-2001|
154|promotion name# 154|ad|internet|55300|4-JUL-1998|4-SEP-1998|
155|promotion name# 155|hospital flyer|flyer|91900|15-JAN-1999|15-APR-1999|
156|promotion name# 156|manufacture rebate magazine|magazine|11500|13-FEB-2000|13-MAR-2000|
157|promotion name# 157|coupon news|newspaper|80600|25-SEP-1998|25-NOV-1998|
158|promotion name# 158|ad|internet|87600|18-APR-1999|18-JUL-1999|
159|promotion name# 159|TV commercial|TV|22600|17-AUG-2000|17-SEP-2000|
160|promotion name# 160|coupon magazine|magazine|49600|8-NOV-1998|8-JAN-1999|
161|promotion name# 161|general flyer|flyer|15100|30-MAR-1999|30-JUN-1999|
162|promotion name# 162|ad news|newspaper|76000|26-MAY-2000|26-JUN-2000|
163|promotion name# 163|TV program sponsorship|TV|15000|11-JUN-1998|11-AUG-1998|
164|promotion name# 164|TV program sponsorship|TV|48100|16-OCT-1999|16-JAN-2000|
165|promotion name# 165|ad news|newspaper|200|23-DEC-2000|23-JAN-2001|
166|promotion name# 166|freeway billboard|post|55800|22-JUL-1998|22-SEP-1998|
167|promotion name# 167|promotion movie|TV|29600|19-JAN-1999|19-APR-1999|
168|promotion name# 168|online discount|internet|85500|21-FEB-2000|21-MAR-2000|
169|promotion name# 169|radio commercial|radio|42100|3-SEP-1998|3-NOV-1998|
170|promotion name# 170|TV program sponsorship|TV|41500|5-APR-1999|5-JUL-1999|
171|promotion name# 171|TV program sponsorship|TV|75900|6-AUG-2000|6-SEP-2000|
172|promotion name# 172|downtown billboard|post|88000|10-NOV-1998|10-JAN-1999|
173|promotion name# 173|coupon magazine|magazine|33300|27-MAR-1999|27-JUN-1999|
174|promotion name# 174|TV program sponsorship|TV|7900|12-MAY-2000|12-JUN-2000|
175|promotion name# 175|coupon news|newspaper|85200|20-JUN-1998|20-AUG-1998|
176|promotion name# 176|coupon magazine|magazine|59300|24-OCT-1999|24-JAN-2000|
177|promotion name# 177|downtown billboard|post|98000|7-DEC-2000|7-JAN-2001|
178|promotion name# 178|radio program sponsorship|radio|99000|1-JUL-1998|1-SEP-1998|
179|promotion name# 179|ad news|newspaper|75300|29-JAN-1999|29-APR-1999|
180|promotion name# 180|ad magazine|magazine|21500|14-FEB-2000|14-MAR-2000|
181|promotion name# 181|coupon news|newspaper|45400|2-SEP-1998|2-NOV-1998|
182|promotion name# 182|ad news|newspaper|54100|9-APR-1999|9-JUL-1999|
183|promotion name# 183|online discount|internet|59800|28-AUG-2000|28-SEP-2000|
184|promotion name# 184|TV program sponsorship|TV|35700|4-NOV-1998|4-JAN-1999|
185|promotion name# 185|promotion movie|TV|72100|15-MAR-1999|15-JUN-1999|
186|promotion name# 186|manufacture rebate magazine|magazine|36800|31-MAY-2000|30-JUN-2000|
187|promotion name# 187|TV program sponsorship|TV|76300|13-JUN-1998|13-AUG-1998|
188|promotion name# 188|coupon magazine|magazine|98700|25-OCT-1999|25-JAN-2000|
189|promotion name# 189|coupon magazine|magazine|92500|18-DEC-2000|18-JAN-2001|
190|promotion name# 190|household flyer|flyer|78000|17-JUL-1998|17-SEP-1998|
191|promotion name# 191|hospital flyer|flyer|68500|8-JAN-1999|8-APR-1999|
192|promotion name# 192|ad|internet|41400|26-FEB-2000|26-MAR-2000|
193|promotion name# 193|online discount|internet|48000|11-SEP-1998|11-NOV-1998|
194|promotion name# 194|ad magazine|magazine|73200|16-APR-1999|16-JUL-1999|
195|promotion name# 195|TV commercial|TV|41000|23-AUG-2000|23-SEP-2000|
196|promotion name# 196|manufacture rebate news|newspaper|37300|22-NOV-1998|22-JAN-1999|
197|promotion name# 197|promotion movie|TV|14000|19-MAR-1999|19-JUN-1999|
198|promotion name# 198|coupon news|newspaper|71800|21-MAY-2000|21-JUN-2000|
199|promotion name# 199|TV program sponsorship|TV|54000|3-JUN-1998|3-AUG-1998|
200|promotion name# 200|TV commercial|TV|31900|5-OCT-1999|5-JAN-2000|
201|promotion name# 201|downtown billboard|post|20900|6-DEC-2000|6-JAN-2001|
202|promotion name# 202|hospital flyer|flyer|79800|10-JUL-1998|10-SEP-1998|
203|promotion name# 203|coupon news|newspaper|66200|27-JAN-1999|27-APR-1999|
204|promotion name# 204|manufacture rebate news|newspaper|5100|12-FEB-2000|12-MAR-2000|
205|promotion name# 205|TV program sponsorship|TV|10300|20-SEP-1998|20-NOV-1998|
206|promotion name# 206|ad news|newspaper|48500|24-APR-1999|24-JUL-1999|
207|promotion name# 207|online discount|internet|10900|7-AUG-2000|7-SEP-2000|
208|promotion name# 208|manufacture rebate news|newspaper|14100|1-NOV-1998|1-JAN-1999|
209|promotion name# 209|billboard|post|99700|29-MAR-1999|29-JUN-1999|
210|promotion name# 210|coupon news|newspaper|68800|14-MAY-2000|14-JUN-2000|
211|promotion name# 211|TV commercial|TV|24200|2-JUN-1998|2-AUG-1998|
212|promotion name# 212|loyal customer discount|internet|92400|9-OCT-1999|9-JAN-2000|
213|promotion name# 213|hospital flyer|flyer|50100|28-DEC-2000|28-JAN-2001|
214|promotion name# 214|downtown billboard|post|53700|4-JUL-1998|4-SEP-1998|
215|promotion name# 215|online discount|internet|49100|15-JAN-1999|15-APR-1999|
216|promotion name# 216|TV program sponsorship|TV|77400|13-FEB-2000|13-MAR-2000|
217|promotion name# 217|freeway billboard|post|2000|25-SEP-1998|25-NOV-1998|
218|promotion name# 218|radio program sponsorship|radio|53500|18-APR-1999|18-JUL-1999|
219|promotion name# 219|loyal customer discount|internet|94200|17-AUG-2000|17-SEP-2000|
220|promotion name# 220|downtown billboard|post|47800|8-NOV-1998|8-JAN-1999|
221|promotion name# 221|downtown billboard|post|17400|30-MAR-1999|30-JUN-1999|
222|promotion name# 222|TV commercial|TV|11400|26-MAY-2000|26-JUN-2000|
223|promotion name# 223|coupon news|newspaper|52700|11-JUN-1998|11-AUG-1998|
224|promotion name# 224|hospital flyer|flyer|72800|16-OCT-1999|16-JAN-2000|
225|promotion name# 225|online discount|internet|30300|23-DEC-2000|23-JAN-2001|
226|promotion name# 226|coupon news|newspaper|79000|22-JUL-1998|22-SEP-1998|
227|promotion name# 227|TV program sponsorship|TV|44800|19-JAN-1999|19-APR-1999|
228|promotion name# 228|online discount|internet|88500|21-FEB-2000|21-MAR-2000|
229|promotion name# 229|manufacture rebate magazine|magazine|71900|3-SEP-1998|3-NOV-1998|
230|promotion name# 230|manufacture rebate magazine|magazine|81900|5-APR-1999|5-JUL-1999|
231|promotion name# 231|online discount|internet|46700|6-AUG-2000|6-SEP-2000|
232|promotion name# 232|online discount|internet|13200|10-NOV-1998|10-JAN-1999|
233|promotion name# 233|radio program sponsorship|radio|50400|27-MAR-1999|27-JUN-1999|
234|promotion name# 234|downtown billboard|post|36500|12-MAY-2000|12-JUN-2000|
235|promotion name# 235|freeway billboard|post|93500|20-JUN-1998|20-AUG-1998|
236|promotion name# 236|ad news|newspaper|54300|24-OCT-1999|24-JAN-2000|
237|promotion name# 237|online discount|internet|14700|7-DEC-2000|7-JAN-2001|
238|promotion name# 238|coupon news|newspaper|65300|1-JUL-1998|1-SEP-1998|
239|promotion name# 239|coupon news|newspaper|56700|29-JAN-1999|29-APR-1999|
240|promotion name# 240|TV program sponsorship|TV|78900|14-FEB-2000|14-MAR-2000|
241|promotion name# 241|TV program sponsorship|TV|16900|2-SEP-1998|2-NOV-1998|
242|promotion name# 242|coupon news|newspaper|73700|9-APR-1999|9-JUL-1999|
243|promotion name# 243|coupon news|newspaper|79600|28-AUG-2000|28-SEP-2000|
244|promotion name# 244|coupon news|newspaper|10400|4-NOV-1998|4-JAN-1999|
245|promotion name# 245|loyal customer discount|internet|76400|15-MAR-1999|15-JUN-1999|
246|promotion name# 246|ad|internet|25700|31-MAY-2000|30-JUN-2000|
247|promotion name# 247|freeway billboard|post|6400|13-JUN-1998|13-AUG-1998|
248|promotion name# 248|coupon magazine|magazine|70300|25-OCT-1999|25-JAN-2000|
249|promotion name# 249|downtown billboard|post|39100|18-DEC-2000|18-JAN-2001|
250|promotion name# 250|general flyer|flyer|11700|17-JUL-1998|17-SEP-1998|
251|promotion name# 251|TV program sponsorship|TV|35500|8-JAN-1999|8-APR-1999|
252|promotion name# 252|TV program sponsorship|TV|16300|26-FEB-2000|26-MAR-2000|
253|promotion name# 253|coupon magazine|magazine|7200|11-SEP-1998|11-NOV-1998|
254|promotion name# 254|ad|internet|91700|16-APR-1999|16-JUL-1999|
255|promotion name# 255|hospital flyer|flyer|56600|23-AUG-2000|23-SEP-2000|
256|promotion name# 256|manufacture rebate magazine|magazine|51000|22-NOV-1998|22-JAN-1999|
257|promotion name# 257|coupon news|newspaper|2100|19-MAR-1999|19-JUN-1999|
258|promotion name# 258|ad|internet|81400|21-MAY-2000|21-JUN-2000|
259|promotion name# 259|TV commercial|TV|8100|3-JUN-1998|3-AUG-1998|
260|promotion name# 260|coupon magazine|magazine|40100|5-OCT-1999|5-JAN-2000|
261|promotion name# 261|general flyer|flyer|88900|6-DEC-2000|6-JAN-2001|
262|promotion name# 262|ad news|newspaper|82600|10-JUL-1998|10-SEP-1998|
263|promotion name# 263|TV program sponsorship|TV|40200|27-JAN-1999|27-APR-1999|
264|promotion name# 264|TV program sponsorship|TV|15900|12-FEB-2000|12-MAR-2000|
265|promotion name# 265|ad news|newspaper|97400|20-SEP-1998|20-NOV-1998|
266|promotion name# 266|freeway billboard|post|32500|24-APR-1999|24-JUL-1999|
267|promotion name# 267|promotion movie|TV|87400|7-AUG-2000|7-SEP-2000|
268|promotion name# 268|online discount|internet|67700|1-NOV-1998|1-JAN-1999|
269|promotion name# 269|radio commercial|radio|20000|29-MAR-1999|29-JUN-1999|
270|promotion name# 270|TV program sponsorship|TV|30500|14-MAY-2000|14-JUN-2000|
271|promotion name# 271|TV program sponsorship|TV|33900|2-JUN-1998|2-AUG-1998|
272|promotion name# 272|downtown billboard|post|74400|9-OCT-1999|9-JAN-2000|
273|promotion name# 273|coupon magazine|magazine|73100|28-DEC-2000|28-JAN-2001|
274|promotion name# 274|TV program sponsorship|TV|13100|4-JUL-1998|4-SEP-1998|
275|promotion name# 275|coupon news|newspaper|22500|15-JAN-1999|15-APR-1999|
276|promotion name# 276|coupon magazine|magazine|21700|13-FEB-2000|13-MAR-2000|
277|promotion name# 277|downtown billboard|post|300|25-SEP-1998|25-NOV-1998|
278|promotion name# 278|radio program sponsorship|radio|83700|18-APR-1999|18-JUL-1999|
279|promotion name# 279|ad news|newspaper|44400|17-AUG-2000|17-SEP-2000|
280|promotion name# 280|ad magazine|magazine|77800|8-NOV-1998|8-JAN-1999|
281|promotion name# 281|coupon news|newspaper|12700|30-MAR-1999|30-JUN-1999|
282|promotion name# 282|ad news|newspaper|11800|26-MAY-2000|26-JUN-2000|
283|promotion name# 283|online discount|internet|63400|11-JUN-1998|11-AUG-1998|
284|promotion name# 284|TV program sponsorship|TV|31100|16-OCT-1999|16-JAN-2000|
285|promotion name# 285|promotion movie|TV|62300|23-DEC-2000|23-JAN-2001|
286|promotion name# 286|manufacture rebate magazine|magazine|26900|22-JUL-1998|22-SEP-1998|
287|promotion name# 287|TV program sponsorship|TV|38500|19-JAN-1999|19-APR-1999|
288|promotion name# 288|coupon magazine|magazine|46100|21-FEB-2000|21-MAR-2000|
289|promotion name# 289|coupon magazine|magazine|47600|3-SEP-1998|3-NOV-1998|
290|promotion name# 290|household flyer|flyer|62500|5-APR-1999|5-JUL-1999|
291|promotion name# 291|hospital flyer|flyer|82700|6-AUG-2000|6-SEP-2000|
292|promotion name# 292|ad|internet|68100|10-NOV-1998|10-JAN-1999|
293|promotion name# 293|online discount|internet|30700|27-MAR-1999|27-JUN-1999|
294|promotion name# 294|ad magazine|magazine|89700|12-MAY-2000|12-JUN-2000|
295|promotion name# 295|TV commercial|TV|3100|20-JUN-1998|20-AUG-1998|
296|promotion name# 296|manufacture rebate news|newspaper|57700|24-OCT-1999|24-JAN-2000|
297|promotion name# 297|promotion movie|TV|55200|7-DEC-2000|7-JAN-2001|
298|promotion name# 298|coupon news|newspaper|64000|1-JUL-1998|1-SEP-1998|
299|promotion name# 299|TV program sponsorship|TV|97600|29-JAN-1999|29-APR-1999|
300|promotion name# 300|TV commercial|TV|88300|14-FEB-2000|14-MAR-2000|
301|promotion name# 301|downtown billboard|post|16100|2-SEP-1998|2-NOV-1998|
302|promotion name# 302|hospital flyer|flyer|52300|9-APR-1999|9-JUL-1999|
303|promotion name# 303|coupon news|newspaper|62100|28-AUG-2000|28-SEP-2000|
304|promotion name# 304|manufacture rebate news|newspaper|72000|4-NOV-1998|4-JAN-1999|
305|promotion name# 305|TV program sponsorship|TV|8900|15-MAR-1999|15-JUN-1999|
306|promotion name# 306|ad news|newspaper|61500|31-MAY-2000|30-JUN-2000|
307|promotion name# 307|online discount|internet|5500|13-JUN-1998|13-AUG-1998|
308|promotion name# 308|manufacture rebate news|newspaper|21000|25-OCT-1999|25-JAN-2000|
309|promotion name# 309|billboard|post|6800|18-DEC-2000|18-JAN-2001|
310|promotion name# 310|coupon news|newspaper|81000|17-JUL-1998|17-SEP-1998|
311|promotion name# 311|TV commercial|TV|98300|8-JAN-1999|8-APR-1999|
312|promotion name# 312|loyal customer discount|internet|81800|26-FEB-2000|26-MAR-2000|
313|promotion name# 313|hospital flyer|flyer|18800|11-SEP-1998|11-NOV-1998|
314|promotion name# 314|downtown billboard|post|99300|16-APR-1999|16-JUL-1999|
315|promotion name# 315|online discount|internet|58100|23-AUG-2000|23-SEP-2000|
316|promotion name# 316|TV program sponsorship|TV|65900|22-NOV-1998|22-JAN-1999|
317|promotion name# 317|freeway billboard|post|22300|19-MAR-1999|19-JUN-1999|
318|promotion name# 318|radio program sponsorship|radio|66800|21-MAY-2000|21-JUN-2000|
319|promotion name# 319|loyal customer discount|internet|71600|3-JUN-1998|3-AUG-1998|
320|promotion name# 320|downtown billboard|post|99100|5-OCT-1999|5-JAN-2000|
321|promotion name# 321|downtown billboard|post|2300|6-DEC-2000|6-JAN-2001|
322|promotion name# 322|TV commercial|TV|36300|10-JUL-1998|10-SEP-1998|
323|promotion name# 323|coupon news|newspaper|37700|27-JAN-1999|27-APR-1999|
324|promotion name# 324|hospital flyer|flyer|24700|12-FEB-2000|12-MAR-2000|
325|promotion name# 325|online discount|internet|30100|20-SEP-1998|20-NOV-1998|
326|promotion name# 326|coupon news|newspaper|23200|24-APR-1999|24-JUL-1999|
327|promotion name# 327|TV program sponsorship|TV|15200|7-AUG-2000|7-SEP-2000|
328|promotion name# 328|online discount|internet|3000|1-NOV-1998|1-JAN-1999|
329|promotion name# 329|manufacture rebate magazine|magazine|29800|29-MAR-1999|29-JUN-1999|
330|promotion name# 330|manufacture rebate magazine|magazine|40400|14-MAY-2000|14-JUN-2000|
331|promotion name# 331|online discount|internet|71700|2-JUN-1998|2-AUG-1998|
332|promotion name# 332|online discount|internet|26100|9-OCT-1999|9-JAN-2000|
333|promotion name# 333|radio program sponsorship|radio|17100|28-DEC-2000|28-JAN-2001|
334|promotion name# 334|downtown billboard|post|28600|4-JUL-1998|4-SEP-1998|
