35|100125|1998-03-31|9|33|1|49.99|
147|100125|1998-03-31|9|33|1|7.99|
46|100125|1998-03-31|9|33|1|22.99|
30|100125|1998-03-31|9|33|1|9.99|
116|100126|1998-03-31|9|33|1|11.99|
147|100126|1998-03-31|9|33|1|7.99|
46|100126|1998-03-31|9|33|1|22.99|
48|100126|1998-03-31|9|33|1|11.99|
40|100127|1998-03-31|9|33|1|44.99|
21|100127|1998-03-31|9|33|1|899.99|
26|100127|1998-03-31|9|33|1|149.99|
30|100127|1998-03-31|9|33|1|9.99|
116|100128|1998-03-31|9|33|1|11.99|
35|100128|1998-03-31|9|33|1|49.99|
128|100128|1998-03-31|9|33|1|27.99|
21|100129|1998-03-31|9|33|1|899.99|
48|100129|1998-03-31|9|33|1|11.99|
26|100129|1998-03-31|9|33|1|149.99|
40|100130|1998-03-31|9|33|1|44.99|
27|100131|1998-03-31|9|33|1|44.99|
147|100131|1998-03-31|9|33|1|7.99|
21|100131|1998-03-31|9|33|1|899.99|
26|100131|1998-03-31|9|33|1|149.99|
27|100132|1998-03-31|9|33|1|44.99|
46|100132|1998-03-31|9|33|1|22.99|
48|100133|1998-03-31|9|33|1|11.99|
30|100133|1998-03-31|9|33|1|9.99|
30|100134|1998-03-31|9|33|1|9.99|
147|100135|1998-03-31|9|33|1|7.99|
27|100136|1998-03-31|9|33|1|44.99|
35|100136|1998-03-31|9|33|1|49.99|
46|100136|1998-03-31|9|33|1|22.99|
30|100136|1998-03-31|9|33|1|9.99|
27|100137|1998-03-31|9|33|1|44.99|
147|100137|1998-03-31|9|33|1|7.99|
21|100137|1998-03-31|9|33|1|899.99|
30|100137|1998-03-31|9|33|1|9.99|
27|100138|1998-03-31|9|33|1|44.99|
147|100138|1998-03-31|9|33|1|7.99|
21|100138|1998-03-31|9|33|1|899.99|
46|100138|1998-03-31|9|33|1|22.99|
26|100138|1998-03-31|9|33|1|149.99|
116|100139|1998-03-31|9|33|1|11.99|
27|100139|1998-03-31|9|33|1|44.99|
147|100139|1998-03-31|9|33|1|7.99|
46|100139|1998-03-31|9|33|1|22.99|
40|100139|1998-03-31|9|33|1|44.99|
128|100139|1998-03-31|9|33|1|27.99|
30|100139|1998-03-31|9|33|1|9.99|
26|100140|1998-03-31|9|33|1|149.99|
116|100141|1998-04-30|9|33|1|11.99|
35|100141|1998-04-30|9|33|1|49.99|
21|100141|1998-04-30|9|33|1|899.99|
30|100141|1998-04-30|9|33|1|9.99|
128|100141|1998-04-30|9|33|1|27.99|
27|100142|1998-04-30|9|33|1|44.99|
35|100142|1998-04-30|9|33|1|49.99|
147|100143|1998-04-30|9|33|1|7.99|
46|100143|1998-04-30|9|33|1|22.99|
30|100143|1998-04-30|9|33|1|9.99|
26|100144|1998-04-30|9|33|1|149.99|
30|100145|1998-04-30|9|33|1|9.99|
116|100147|1998-04-30|9|33|1|11.99|
35|100147|1998-04-30|9|33|1|49.99|
147|100147|1998-04-30|9|33|1|7.99|
46|100147|1998-04-30|9|33|1|22.99|
40|100147|1998-04-30|9|33|1|44.99|
128|100147|1998-04-30|9|33|1|27.99|
30|100147|1998-04-30|9|33|1|9.99|
147|100148|1998-04-30|9|33|1|7.99|
128|100148|1998-04-30|9|33|1|27.99|
46|100148|1998-04-30|9|33|1|22.99|
35|100149|1998-04-30|9|33|1|49.99|
147|100149|1998-04-30|9|33|1|7.99|
46|100149|1998-04-30|9|33|1|22.99|
26|100149|1998-04-30|9|33|1|149.99|
30|100149|1998-04-30|9|33|1|9.99|
147|100150|1998-04-30|9|33|1|7.99|
30|100150|1998-04-30|9|33|1|9.99|
21|100150|1998-04-30|9|33|1|899.99|
46|100150|1998-04-30|9|33|1|22.99|
128|100151|1998-04-30|9|33|1|27.99|
21|100152|1998-04-30|9|33|1|899.99|
30|100152|1998-04-30|9|33|1|9.99|
40|100153|1998-04-30|9|33|1|44.99|
128|100153|1998-04-30|9|33|1|27.99|
116|100154|1998-04-30|9|33|1|11.99|
147|100154|1998-04-30|9|33|1|7.99|
128|100154|1998-04-30|9|33|1|27.99|
30|100154|1998-04-30|9|33|1|9.99|
46|100154|1998-04-30|9|33|1|22.99|
116|100155|1998-04-30|9|33|1|11.99|
35|100155|1998-04-30|9|33|1|49.99|
40|100155|1998-04-30|9|33|1|44.99|
48|100155|1998-04-30|9|33|1|11.99|
27|100156|1998-04-30|9|33|1|44.99|
26|100156|1998-04-30|9|33|1|149.99|
40|100156|1998-04-30|9|33|1|44.99|
30|100157|1998-04-30|9|33|1|9.99|
147|100158|1998-04-30|9|33|1|7.99|
128|100158|1998-04-30|9|33|1|27.99|
30|100158|1998-04-30|9|33|1|9.99|
46|100158|1998-04-30|9|33|1|22.99|
21|100159|1998-04-30|9|33|1|899.99|
128|100159|1998-04-30|9|33|1|27.99|
46|100160|1998-04-30|9|33|1|22.99|
30|100160|1998-04-30|9|33|1|9.99|
116|100230|1998-04-30|9|33|1|11.99|
35|100230|1998-04-30|9|33|1|49.99|
116|100231|1998-04-30|9|33|1|11.99|
27|100231|1998-04-30|9|33|1|44.99|
147|100231|1998-04-30|9|33|1|7.99|
46|100231|1998-04-30|9|33|1|22.99|
30|100231|1998-04-30|9|33|1|9.99|
116|100232|1998-04-30|9|33|1|11.99|
35|100232|1998-04-30|9|33|1|49.99|
26|100232|1998-04-30|9|33|1|149.99|
21|100232|1998-04-30|9|33|1|899.99|
48|100232|1998-04-30|9|33|1|11.99|
35|100233|1998-04-30|9|33|1|49.99|
48|100233|1998-04-30|9|33|1|11.99|
30|100233|1998-04-30|9|33|1|9.99|
128|100233|1998-04-30|9|33|1|27.99|
35|100234|1998-04-30|9|33|1|49.99|
128|100234|1998-04-30|9|33|1|27.99|
46|100234|1998-04-30|9|33|1|22.99|
48|100234|1998-04-30|9|33|1|11.99|
46|100235|1998-04-30|9|33|1|22.99|
48|100235|1998-04-30|9|33|1|11.99|
147|100237|1998-04-30|9|33|1|7.99|
35|100238|1998-04-30|9|33|1|49.99|
21|100238|1998-04-30|9|33|1|899.99|
116|100239|1998-04-30|9|33|1|11.99|
35|100239|1998-04-30|9|33|1|49.99|
147|100240|1998-04-30|9|33|1|7.99|
128|100241|1998-04-30|9|33|1|27.99|
35|100242|1998-04-30|9|33|1|49.99|
147|100242|1998-04-30|9|33|1|7.99|
128|100242|1998-04-30|9|33|1|27.99|
30|100242|1998-04-30|9|33|1|9.99|
21|100242|1998-04-30|9|33|1|899.99|
46|100242|1998-04-30|9|33|1|22.99|
26|100242|1998-04-30|9|33|1|149.99|
116|100244|1998-04-30|9|33|1|11.99|
26|100244|1998-04-30|9|33|1|149.99|
40|100244|1998-04-30|9|33|1|44.99|
27|100245|1998-04-30|9|33|1|44.99|
40|100245|1998-04-30|9|33|1|44.99|
21|100245|1998-04-30|9|33|1|899.99|
26|100245|1998-04-30|9|33|1|149.99|
147|100246|1998-04-30|9|33|1|7.99|
30|100246|1998-04-30|9|33|1|9.99|
21|100246|1998-04-30|9|33|1|899.99|
46|100246|1998-04-30|9|33|1|22.99|
48|100246|1998-04-30|9|33|1|11.99|
26|100246|1998-04-30|9|33|1|149.99|
21|100247|1998-04-30|9|33|1|899.99|
116|100248|1998-04-30|9|33|1|11.99|
116|100249|1998-04-30|9|33|1|11.99|
116|100250|1998-04-30|9|33|1|11.99|
48|100251|1998-04-30|9|33|1|11.99|
26|100251|1998-04-30|9|33|1|149.99|
27|100252|1998-04-30|9|33|1|44.99|
30|100253|1998-04-30|9|33|1|9.99|
35|100254|1998-04-30|9|33|1|49.99|
147|100254|1998-04-30|9|33|1|7.99|
46|100254|1998-04-30|9|33|1|22.99|
40|100254|1998-04-30|9|33|1|44.99|
27|100255|1998-04-30|9|33|1|44.99|
116|100256|1998-04-30|9|33|1|11.99|
35|100256|1998-04-30|9|33|1|49.99|
46|100256|1998-04-30|9|33|1|22.99|
116|100257|1998-04-30|9|33|1|11.99|
30|100257|1998-04-30|9|33|1|9.99|
116|100258|1998-04-30|9|33|1|11.99|
27|100258|1998-04-30|9|33|1|44.99|
35|100258|1998-04-30|9|33|1|49.99|
48|100258|1998-04-30|9|33|1|11.99|
27|100259|1998-04-30|9|33|1|44.99|
46|100259|1998-04-30|9|33|1|22.99|
21|100259|1998-04-30|9|33|1|899.99|
48|100259|1998-04-30|9|33|1|11.99|
128|100259|1998-04-30|9|33|1|27.99|
26|100259|1998-04-30|9|33|1|149.99|
30|100259|1998-04-30|9|33|1|9.99|
116|100261|1998-04-30|9|33|1|11.99|
35|100261|1998-04-30|9|33|1|49.99|
147|100261|1998-04-30|9|33|1|7.99|
26|100261|1998-04-30|9|33|1|149.99|
30|100262|1998-04-30|9|33|1|9.99|
40|100263|1998-04-30|9|33|1|44.99|
26|100263|1998-04-30|9|33|1|149.99|
147|100264|1998-04-30|9|33|1|7.99|
46|100264|1998-04-30|9|33|1|22.99|
40|100264|1998-04-30|9|33|1|44.99|
30|100264|1998-04-30|9|33|1|9.99|
46|100265|1998-04-30|9|33|1|22.99|
21|100265|1998-04-30|9|33|1|899.99|
26|100265|1998-04-30|9|33|1|149.99|
35|100266|1998-04-30|9|33|1|49.99|
26|100266|1998-04-30|9|33|1|149.99|
35|100267|1998-04-30|9|33|1|49.99|
147|100267|1998-04-30|9|33|1|7.99|
46|100267|1998-04-30|9|33|1|22.99|
26|100267|1998-04-30|9|33|1|149.99|
30|100267|1998-04-30|9|33|1|9.99|
35|100268|1998-04-30|9|33|1|49.99|
21|100268|1998-04-30|9|33|1|899.99|
46|100268|1998-04-30|9|33|1|22.99|
30|100268|1998-04-30|9|33|1|9.99|
35|100269|1998-04-30|9|33|1|49.99|
147|100269|1998-04-30|9|33|1|7.99|
46|100269|1998-04-30|9|33|1|22.99|
40|100270|1998-04-30|9|33|1|44.99|
116|100271|1998-04-30|9|33|1|11.99|
46|100271|1998-04-30|9|33|1|22.99|
26|100272|1998-04-30|9|33|1|149.99|
116|100273|1998-04-30|9|33|1|11.99|
35|100273|1998-04-30|9|33|1|49.99|
30|100273|1998-04-30|9|33|1|9.99|
116|100274|1998-04-30|9|33|1|11.99|
30|100274|1998-04-30|9|33|1|9.99|
21|100274|1998-04-30|9|33|1|899.99|
40|100274|1998-04-30|9|33|1|44.99|
26|100274|1998-04-30|9|33|1|149.99|
30|100275|1998-04-30|9|33|1|9.99|
116|100276|1998-04-30|9|33|1|11.99|
35|100276|1998-04-30|9|33|1|49.99|
147|100276|1998-04-30|9|33|1|7.99|
116|100277|1998-04-30|9|33|1|11.99|
27|100277|1998-04-30|9|33|1|44.99|
35|100277|1998-04-30|9|33|1|49.99|
46|100277|1998-04-30|9|33|1|22.99|
128|100277|1998-04-30|9|33|1|27.99|
116|100279|1998-04-30|9|33|1|11.99|
35|100279|1998-04-30|9|33|1|49.99|
147|100279|1998-04-30|9|33|1|7.99|
30|100279|1998-04-30|9|33|1|9.99|
35|100281|1998-05-31|9|33|1|49.99|
46|100281|1998-05-31|9|33|1|22.99|
30|100281|1998-05-31|9|33|1|9.99|
128|100281|1998-05-31|9|33|1|27.99|
27|100282|1998-05-31|9|33|1|44.99|
35|100282|1998-05-31|9|33|1|49.99|
128|100282|1998-05-31|9|33|1|27.99|
30|100282|1998-05-31|9|33|1|9.99|
116|100283|1998-05-31|9|33|1|11.99|
27|100283|1998-05-31|9|33|1|44.99|
35|100283|1998-05-31|9|33|1|49.99|
26|100283|1998-05-31|9|33|1|149.99|
35|100284|1998-05-31|9|33|1|49.99|
35|100285|1998-05-31|9|33|1|49.99|
30|100285|1998-05-31|9|33|1|9.99|
128|100285|1998-05-31|9|33|1|27.99|
116|100286|1998-05-31|9|33|1|11.99|
35|100286|1998-05-31|9|33|1|49.99|
27|100287|1998-05-31|9|33|1|44.99|
46|100287|1998-05-31|9|33|1|22.99|
21|100287|1998-05-31|9|33|1|899.99|
26|100287|1998-05-31|9|33|1|149.99|
116|100288|1998-05-31|9|33|1|11.99|
35|100288|1998-05-31|9|33|1|49.99|
40|100288|1998-05-31|9|33|1|44.99|
48|100288|1998-05-31|9|33|1|11.99|
30|100288|1998-05-31|9|33|1|9.99|
27|100289|1998-05-31|9|33|1|44.99|
46|100289|1998-05-31|9|33|1|22.99|
48|100289|1998-05-31|9|33|1|11.99|
26|100289|1998-05-31|9|33|1|149.99|
128|100289|1998-05-31|9|33|1|27.99|
35|100290|1998-05-31|9|33|1|49.99|
46|100290|1998-05-31|9|33|1|22.99|
40|100290|1998-05-31|9|33|1|44.99|
48|100290|1998-05-31|9|33|1|11.99|
116|100291|1998-05-31|9|33|1|11.99|
35|100291|1998-05-31|9|33|1|49.99|
40|100291|1998-05-31|9|33|1|44.99|
116|100292|1998-05-31|9|33|1|11.99|
27|100292|1998-05-31|9|33|1|44.99|
35|100292|1998-05-31|9|33|1|49.99|
128|100292|1998-05-31|9|33|1|27.99|
26|100292|1998-05-31|9|33|1|149.99|
21|100292|1998-05-31|9|33|1|899.99|
35|100293|1998-05-31|9|33|1|49.99|
147|100293|1998-05-31|9|33|1|7.99|
46|100293|1998-05-31|9|33|1|22.99|
48|100293|1998-05-31|9|33|1|11.99|
128|100293|1998-05-31|9|33|1|27.99|
35|100294|1998-05-31|9|33|1|49.99|
30|100294|1998-05-31|9|33|1|9.99|
26|100294|1998-05-31|9|33|1|149.99|
48|100295|1998-05-31|9|33|1|11.99|
26|100295|1998-05-31|9|33|1|149.99|
21|100296|1998-05-31|9|33|1|899.99|
46|100296|1998-05-31|9|33|1|22.99|
40|100297|1998-05-31|9|33|1|44.99|
21|100297|1998-05-31|9|33|1|899.99|
26|100297|1998-05-31|9|33|1|149.99|
116|100298|1998-05-31|9|33|1|11.99|
40|100298|1998-05-31|9|33|1|44.99|
26|100299|1998-05-31|9|33|1|149.99|
26|100300|1998-05-31|9|33|1|149.99|
21|100300|1998-05-31|9|33|1|899.99|
26|100301|1998-05-31|9|33|1|149.99|
128|100301|1998-05-31|9|33|1|27.99|
27|100302|1998-05-31|9|33|1|44.99|
35|100302|1998-05-31|9|33|1|49.99|
30|100302|1998-05-31|9|33|1|9.99|
35|100304|1998-05-31|9|33|1|49.99|
147|100304|1998-05-31|9|33|1|7.99|
46|100304|1998-05-31|9|33|1|22.99|
30|100304|1998-05-31|9|33|1|9.99|
116|100305|1998-05-31|9|33|1|11.99|
35|100305|1998-05-31|9|33|1|49.99|
147|100306|1998-05-31|9|33|1|7.99|
128|100306|1998-05-31|9|33|1|27.99|
30|100306|1998-05-31|9|33|1|9.99|
46|100306|1998-05-31|9|33|1|22.99|
40|100306|1998-05-31|9|33|1|44.99|
116|100307|1998-05-31|9|33|1|11.99|
35|100307|1998-05-31|9|33|1|49.99|
40|100307|1998-05-31|9|33|1|44.99|
128|100307|1998-05-31|9|33|1|27.99|
147|100308|1998-05-31|9|33|1|7.99|
26|100308|1998-05-31|9|33|1|149.99|
46|100308|1998-05-31|9|33|1|22.99|
30|100308|1998-05-31|9|33|1|9.99|
147|100309|1998-05-31|9|33|1|7.99|
147|100310|1998-05-31|9|33|1|7.99|
21|100311|1998-05-31|9|33|1|899.99|
30|100312|1998-05-31|9|33|1|9.99|
116|100315|1998-05-31|9|33|1|11.99|
26|100315|1998-05-31|9|33|1|149.99|
116|100317|1998-05-31|9|33|1|11.99|
35|100317|1998-05-31|9|33|1|49.99|
147|100317|1998-05-31|9|33|1|7.99|
40|100317|1998-05-31|9|33|1|44.99|
21|100317|1998-05-31|9|33|1|899.99|
48|100317|1998-05-31|9|33|1|11.99|
26|100317|1998-05-31|9|33|1|149.99|
21|100318|1998-05-31|9|33|1|899.99|
48|100318|1998-05-31|9|33|1|11.99|
147|100319|1998-05-31|9|33|1|7.99|
46|100319|1998-05-31|9|33|1|22.99|
30|100319|1998-05-31|9|33|1|9.99|
116|100320|1998-05-31|9|33|1|11.99|
21|100320|1998-05-31|9|33|1|899.99|
48|100320|1998-05-31|9|33|1|11.99|
40|100321|1998-05-31|9|33|1|44.99|
48|100321|1998-05-31|9|33|1|11.99|
128|100321|1998-05-31|9|33|1|27.99|
48|100322|1998-05-31|9|33|1|11.99|
147|100323|1998-05-31|9|33|1|7.99|
46|100323|1998-05-31|9|33|1|22.99|
30|100323|1998-05-31|9|33|1|9.99|
147|100324|1998-05-31|9|33|1|7.99|
128|100324|1998-05-31|9|33|1|27.99|
26|100324|1998-05-31|9|33|1|149.99|
30|100324|1998-05-31|9|33|1|9.99|
147|100325|1998-05-31|9|33|1|7.99|
46|100325|1998-05-31|9|33|1|22.99|
30|100325|1998-05-31|9|33|1|9.99|
128|100326|1998-05-31|9|33|1|27.99|
30|100326|1998-05-31|9|33|1|9.99|
46|100326|1998-05-31|9|33|1|22.99|
116|100328|1998-05-31|9|33|1|11.99|
26|100328|1998-05-31|9|33|1|149.99|
21|100328|1998-05-31|9|33|1|899.99|
46|100328|1998-05-31|9|33|1|22.99|
116|100329|1998-05-31|9|33|1|11.99|
46|100329|1998-05-31|9|33|1|22.99|
21|100329|1998-05-31|9|33|1|899.99|
26|100329|1998-05-31|9|33|1|149.99|
21|100330|1998-05-31|9|33|1|899.99|
128|100331|1998-05-31|9|33|1|27.99|
116|100332|1998-05-31|9|33|1|11.99|
26|100332|1998-05-31|9|33|1|149.99|
21|100332|1998-05-31|9|33|1|899.99|
48|100332|1998-05-31|9|33|1|11.99|
116|100333|1998-05-31|9|33|1|11.99|
35|100333|1998-05-31|9|33|1|49.99|
147|100333|1998-05-31|9|33|1|7.99|
46|100333|1998-05-31|9|33|1|22.99|
48|100333|1998-05-31|9|33|1|11.99|
128|100334|1998-05-31|9|33|1|27.99|
46|100334|1998-05-31|9|33|1|22.99|
128|100335|1998-05-31|9|33|1|27.99|
30|100335|1998-05-31|9|33|1|9.99|
27|100336|1998-05-31|9|33|1|44.99|
35|100336|1998-05-31|9|33|1|49.99|
26|100336|1998-05-31|9|33|1|149.99|
21|100336|1998-05-31|9|33|1|899.99|
40|100336|1998-05-31|9|33|1|44.99|
48|100336|1998-05-31|9|33|1|11.99|
30|100336|1998-05-31|9|33|1|9.99|
147|100337|1998-05-31|9|33|1|7.99|
46|100337|1998-05-31|9|33|1|22.99|
40|100337|1998-05-31|9|33|1|44.99|
30|100337|1998-05-31|9|33|1|9.99|
128|100337|1998-05-31|9|33|1|27.99|
27|100338|1998-05-31|9|33|1|44.99|
128|100338|1998-05-31|9|33|1|27.99|
27|100340|1998-05-31|9|33|1|44.99|
26|100340|1998-05-31|9|33|1|149.99|
40|100340|1998-05-31|9|33|1|44.99|
116|100341|1998-05-31|9|33|1|11.99|
30|100341|1998-05-31|9|33|1|9.99|
116|100342|1998-05-31|9|33|1|11.99|
48|100342|1998-05-31|9|33|1|11.99|
26|100342|1998-05-31|9|33|1|149.99|
116|100343|1998-05-31|9|33|1|11.99|
147|100343|1998-05-31|9|33|1|7.99|
46|100343|1998-05-31|9|33|1|22.99|
21|100343|1998-05-31|9|33|1|899.99|
30|100343|1998-05-31|9|33|1|9.99|
48|100344|1998-05-31|9|33|1|11.99|
35|100345|1998-05-31|9|33|1|49.99|
116|100346|1998-05-31|9|33|1|11.99|
147|100346|1998-05-31|9|33|1|7.99|
147|100347|1998-05-31|9|33|1|7.99|
46|100347|1998-05-31|9|33|1|22.99|
30|100347|1998-05-31|9|33|1|9.99|
116|100348|1998-05-31|9|33|1|11.99|
35|100348|1998-05-31|9|33|1|49.99|
26|100348|1998-05-31|9|33|1|149.99|
21|100348|1998-05-31|9|33|1|899.99|
46|100348|1998-05-31|9|33|1|22.99|
147|100350|1998-05-31|9|33|1|7.99|
128|100350|1998-05-31|9|33|1|27.99|
26|100350|1998-05-31|9|33|1|149.99|
116|100351|1998-10-31|9|33|1|11.99|
35|100351|1998-10-31|9|33|1|49.99|
46|100351|1998-10-31|9|33|1|22.99|
21|100351|1998-10-31|9|33|1|899.99|
48|100351|1998-10-31|9|33|1|11.99|
128|100351|1998-10-31|9|33|1|27.99|
116|100352|1998-10-31|9|33|1|11.99|
27|100352|1998-10-31|9|33|1|44.99|
35|100352|1998-10-31|9|33|1|49.99|
21|100352|1998-10-31|9|33|1|899.99|
27|100354|1998-10-31|9|33|1|44.99|
26|100354|1998-10-31|9|33|1|149.99|
147|100355|1998-10-31|9|33|1|7.99|
46|100355|1998-10-31|9|33|1|22.99|
128|100355|1998-10-31|9|33|1|27.99|
30|100355|1998-10-31|9|33|1|9.99|
35|100356|1998-10-31|9|33|1|49.99|
147|100356|1998-10-31|9|33|1|7.99|
46|100356|1998-10-31|9|33|1|22.99|
40|100356|1998-10-31|9|33|1|44.99|
30|100356|1998-10-31|9|33|1|9.99|
116|100357|1998-10-31|9|33|1|11.99|
40|100357|1998-10-31|9|33|1|44.99|
147|100358|1998-10-31|9|33|1|7.99|
128|100358|1998-10-31|9|33|1|27.99|
30|100358|1998-10-31|9|33|1|9.99|
46|100358|1998-10-31|9|33|1|22.99|
147|100359|1998-10-31|9|33|1|7.99|
46|100359|1998-10-31|9|33|1|22.99|
48|100359|1998-10-31|9|33|1|11.99|
30|100359|1998-10-31|9|33|1|9.99|
30|100361|1998-10-31|9|33|1|9.99|
116|100362|1998-10-31|9|33|1|11.99|
35|100362|1998-10-31|9|33|1|49.99|
147|100362|1998-10-31|9|33|1|7.99|
128|100362|1998-10-31|9|33|1|27.99|
21|100362|1998-10-31|9|33|1|899.99|
26|100362|1998-10-31|9|33|1|149.99|
27|100364|1998-10-31|9|33|1|44.99|
48|100364|1998-10-31|9|33|1|11.99|
30|100364|1998-10-31|9|33|1|9.99|
27|100365|1998-10-31|9|33|1|44.99|
35|100365|1998-10-31|9|33|1|49.99|
21|100365|1998-10-31|9|33|1|899.99|
26|100365|1998-10-31|9|33|1|149.99|
30|100365|1998-10-31|9|33|1|9.99|
116|100366|1998-10-31|9|33|1|11.99|
128|100366|1998-10-31|9|33|1|27.99|
21|100366|1998-10-31|9|33|1|899.99|
46|100366|1998-10-31|9|33|1|22.99|
26|100366|1998-10-31|9|33|1|149.99|
116|100367|1998-10-31|9|33|1|11.99|
35|100367|1998-10-31|9|33|1|49.99|
26|100367|1998-10-31|9|33|1|149.99|
147|100368|1998-10-31|9|33|1|7.99|
21|100368|1998-10-31|9|33|1|899.99|
46|100368|1998-10-31|9|33|1|22.99|
40|100368|1998-10-31|9|33|1|44.99|
30|100368|1998-10-31|9|33|1|9.99|
27|100369|1998-10-31|9|33|1|44.99|
35|100369|1998-10-31|9|33|1|49.99|
48|100369|1998-10-31|9|33|1|11.99|
116|100370|1998-10-31|9|33|1|11.99|
35|100370|1998-10-31|9|33|1|49.99|
48|100370|1998-10-31|9|33|1|11.99|
116|100371|1998-10-31|9|33|1|11.99|
40|100372|1998-10-31|9|33|1|44.99|
21|100373|1998-10-31|9|33|1|899.99|
26|100373|1998-10-31|9|33|1|149.99|
26|100374|1998-10-31|9|33|1|149.99|
116|100375|1998-10-31|9|33|1|11.99|
21|100375|1998-10-31|9|33|1|899.99|
26|100375|1998-10-31|9|33|1|149.99|
116|100376|1998-10-31|9|33|1|11.99|
35|100376|1998-10-31|9|33|1|49.99|
