47|^Deluxe Mouse^|^Deluxe Mouse^|^Accessories^|2031|^Accessories^|^Peripherals and Accessories^|203|^Peripherals and Accessories^|1|^U^|^P^|1|^STATUS^|28.99|28.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
48|^Keyboard Wrist Rest^|^Keyboard Wrist Rest^|^Accessories^|2051|^Accessories^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|11.99|11.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
113|^CD-R Mini Discs^|^CD-R Mini Discs with Jewel Case, 185MB, Pack of 5^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|22.99|22.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
114|^Music CD-R^|^Music CD-R with Spindle, 700MB, Pack of 30^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|18.99|18.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
115|^CD-RW, High Speed, Pack of 10^|^CD-RW, High Speed, Pack of 10^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|8.99|8.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
116|^CD-RW, High Speed Pack of 5^|^CD-RW, High Speed 650MB/74 Minutes, Pack of 5^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|11.99|11.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
117|^CD-R, Professional Grade, Pack of 10^|^CD-R, Professional Grade, Pack of 10^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|8.99|8.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
118|^OraMusic CD-R, Pack of 10^|^OraMusic CD-R, Pack of 10^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|7.99|7.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
119|^CD-R with Jewel Cases, pACK OF 12^|^CD-R with Jewel Cases, 700MB/80 Minutes, Pack of 12^|^Recordable CDs^|2055|^Recordable CDs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|6.99|6.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
120|^DVD-R Disc with Jewel Case, 4.7 GB^|^DVD-R Disc with Jewel Case, 4.7 GB^|^Recordable DVD Discs^|2056|^Recordable DVD Discs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|6.99|6.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
121|^DVD-RAM Jewel Case, Double-Sided, 9.4G^|^DVD-RAM Media, with Jewel Case, Double-Sided, 9.4GB^|^Recordable DVD Discs^|2056|^Recordable DVD Discs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|10.99|10.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
122|^DVD-R Discs, 4.7GB, Pack of 5^|^DVD-R Discs, 4.7GB, Pack of 5^|^Recordable DVD Discs^|2056|^Recordable DVD Discs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|18.99|18.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
123|^DVD-R Discs, 4.7GB, Pack of 5^|^DVD-R Discs, 4.7GB, Pack of 5^|^Recordable DVD Discs^|2056|^Recordable DVD Discs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|49.99|49.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
124|^DVD-RW Discs, 4.7GB, Pack of 3^|^DVD-RW Discs, 4.7GB, Pack of 3^|^Recordable DVD Discs^|2056|^Recordable DVD Discs^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|18.99|18.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
125|^3 1/2" Bulk diskettes, Box of 50^|^3 1/2" Bulk diskettes, Box of 50^|^Bulk Pack Diskettes^|2053|^Bulk Pack Diskettes^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|15.99|15.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
126|^3 1/2" Bulk diskettes, Box of 100^|^3 1/2" Bulk diskettes, Box of 100^|^Bulk Pack Diskettes^|2053|^Bulk Pack Diskettes^|^Software/Other^|205|^Software/Other^|1|^U^|^P^|1|^STATUS^|28.99|28.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
127|^Model CD13272 Tricolor Ink Cartridge^|^Model CD13272 Tricolor Ink Cartridge^|^Printer Supplies^|2036|^Printer Supplies^|^Peripherals and Accessories^|203|^Peripherals and Accessories^|1|^U^|^P^|1|^STATUS^|36.99|36.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
128|^Model SM26273 Black Ink Cartridge^|^Model SM26273 Black Ink Cartridge^|^Printer Supplies^|2036|^Printer Supplies^|^Peripherals and Accessories^|203|^Peripherals and Accessories^|1|^U^|^P^|1|^STATUS^|27.99|27.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
129|^Model NM500X High Yield Toner Cartridge^|^Model NM500X High Yield Toner Cartridge^|^Printer Supplies^|2036|^Printer Supplies^|^Peripherals and Accessories^|203|^Peripherals and Accessories^|1|^U^|^P^|1|^STATUS^|192.99|192.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
130|^Model A3827H Black Image Cartridge^|^Model A3827H Black Image Cartridge^|^Printer Supplies^|2036|^Printer Supplies^|^Peripherals and Accessories^|203|^Peripherals and Accessories^|1|^U^|^P^|1|^STATUS^|89.99|89.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
131|^Model K3822L Cordless Phone Battery^|^Model K3822L Cordless Phone Battery^|^Camera Batteries^|2042|^Camera Batteries^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|18.99|18.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
132|^Model C9827B Cordless Phone Battery^|^Model C9827B Cordless Phone Battery^|^Camera Batteries^|2042|^Camera Batteries^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|24.99|24.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
133|^Model K8822S Cordless Phone Battery^|^Model K8822S Cordless Phone Battery^|^Camera Batteries^|2042|^Camera Batteries^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|30.99|30.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
134|^Model C93822D Wireless Phone Battery^|^Model C93822D Wireless Phone Battery^|^Camera Batteries^|2042|^Camera Batteries^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|20.99|20.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
135|^S27273M Extended Use w/l Phone Batt.^|^Model S27273M Extended Use Wireless Phone Battery^|^Camera Batteries^|2042|^Camera Batteries^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|49.99|49.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
136|^64MB Memory Card^|^64MB Memory Card^|^Camera Media^|2043|^Camera Media^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|32.99|32.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
137|^128MB Memory Card^|^128MB Memory Card^|^Camera Media^|2043|^Camera Media^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|52.99|52.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
138|^256MB Memory Card^|^256MB Memory Card^|^Camera Media^|2043|^Camera Media^|^Photo^|204|^Photo^|1|^U^|^P^|1|^STATUS^|69.99|69.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
139|^Bounce^|^Bounce^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|4|^U^|^P^|1|^STATUS^|19.99|19.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
140|^Endurance Racing^|^Endurance Racing^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|29.99|29.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
141|^Smash up Boxing^|^Smash up Boxing^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|29.99|29.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
142|^Martial Arts Champions^|^Martial Arts Champions^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|19.99|19.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
143|^Comic Book Heroes^|^Comic Book Heroes^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|19.99|19.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
144|^Fly Fishing^|^Fly Fishing^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|7.99|7.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
145|^Finding Fido^|^Finding Fido^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|12.99|12.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
146|^Adventures with Numbers^|^Adventures with Numbers^|^Y Box Games^|2014|^Y Box Games^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|11.99|11.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
147|^Extension Cable^|^Extension Cable^|^Y Box Accessories^|2013|^Y Box Accessories^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|7.99|7.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
148|^Xtend Memory^|^Xtend Memory^|^Y Box Accessories^|2013|^Y Box Accessories^|^Electronics^|201|^Electronics^|1|^U^|^P^|1|^STATUS^|20.99|20.99|^TOTAL^|1||1998-01-01-00-00-00||^A^|
