"PROD_ID","TIME_ID","PROMO_ID","CHANNEL_ID","UNIT_COST","UNIT_PRICE"
37,2019-01-20,999,2,49.62,59.29
37,2019-01-24,999,2,48.75,59.91
37,2019-01-24,999,3,48.12,59.91
37,2019-01-24,999,4,46.56,59.91
37,2019-02-07,999,2,49.73,60.41
37,2019-02-15,999,4,47.49,60.41
37,2019-02-17,999,4,47.49,59.91
37,2019-02-19,999,4,48.15,59.32
37,2019-02-28,999,4,48.12,62.69
37,2019-03-12,999,3,48.8,61.59
38,2019-01-01,999,3,26.09,34.67
38,2019-01-04,999,3,26.25,32.67
38,2019-01-07,999,4,25.85,32.33
38,2019-01-31,999,3,26.25,32.67
38,2019-02-22,999,3,26.61,34.67
38,2019-03-07,999,3,26.61,33.59
38,2019-03-09,999,3,26.61,33.59
38,2019-03-30,999,3,26.61,33.59
39,2019-01-04,999,3,30.44,39.89
39,2019-01-18,999,4,30.04,37.74
39,2019-01-26,999,2,30.84,40.45
39,2019-01-29,999,2,30.84,39.89
39,2019-02-05,999,4,30.63,39.89
39,2019-02-26,999,2,31.46,40.45
39,2019-03-09,999,3,31.05,39.19
39,2019-03-19,999,3,31.61,39.33
39,2019-03-30,999,3,31.05,39.19
40,2019-01-04,999,4,38.09,46.79
40,2019-01-30,999,3,39.14,49.49
40,2019-02-04,999,2,40.68,47.45
40,2019-02-10,999,4,39.55,47.86
40,2019-02-12,999,3,40.64,49.66
40,2019-02-22,999,4,38.85,47.45
40,2019-02-28,999,2,40.68,47.69
40,2019-03-01,999,2,40.68,48.36
40,2019-03-04,999,2,40.68,47.69
40,2019-03-04,999,4,39.55,47.86
40,2019-03-07,999,3,40.88,47.86
40,2019-03-10,999,3,39.92,49.49
40,2019-03-22,999,4,38.85,48.36
40,2019-03-26,999,4,38.85,48.36
41,2019-01-04,999,3,39.37,47.69
41,2019-01-13,999,2,39.88,47.45
41,2019-01-30,999,2,39.88,48.36
41,2019-01-31,999,2,39.88,46.79
41,2019-02-05,999,3,40.16,47.69
41,2019-02-12,999,3,40.16,48.36
41,2019-02-15,999,4,38.85,48.36
41,2019-02-17,999,2,40.68,47.45
41,2019-02-25,999,3,40.16,48.36
41,2019-03-19,999,3,40.16,48.36
41,2019-03-31,999,2,40.68,48.36
42,2019-01-01,999,2,40.44,47.88
42,2019-01-01,999,3,39.37,47.69
42,2019-01-04,999,3,39.37,48.36
42,2019-01-12,999,2,39.88,48.36
42,2019-01-13,999,3,39.37,47.45
42,2019-01-17,999,4,38.77,46.95
42,2019-01-18,999,3,39.37,46.79
42,2019-01-20,999,3,39.92,46.98
42,2019-01-24,999,2,39.88,46.79
42,2019-01-28,999,4,38.09,46.79
42,2019-02-07,999,2,40.68,47.45
42,2019-02-07,999,4,38.85,47.45
42,2019-02-21,999,3,40.16,48.36
42,2019-03-07,999,3,40.16,47.69
42,2019-03-19,999,4,38.85,48.36
42,2019-03-30,999,3,40.16,48.36
42,2019-03-31,999,2,40.68,48.36
43,2019-01-01,999,2,39.88,48.36
43,2019-01-18,999,4,38.09,46.79
43,2019-01-28,999,3,39.37,46.79
43,2019-01-31,999,4,38.09,47.45
43,2019-02-04,999,3,40.16,47.45
43,2019-02-21,999,4,38.85,48.36
43,2019-02-24,999,3,40.16,47.69
43,2019-02-26,999,2,40.68,47.45
43,2019-03-04,999,4,38.85,47.69
43,2019-03-17,999,3,40.16,47.69
43,2019-03-26,999,2,40.68,48.36
44,2019-01-09,999,3,39.37,47.69
44,2019-01-28,999,4,38.09,46.79
44,2019-01-31,999,3,39.37,47.45
44,2019-02-04,999,4,38.85,47.45
44,2019-02-09,999,4,39.55,46.95
44,2019-02-25,999,2,41.25,47.88
44,2019-03-01,999,2,40.68,48.36
44,2019-03-01,999,3,40.16,47.69
44,2019-03-04,999,3,40.16,47.69
44,2019-03-22,999,3,40.16,47.69
44,2019-03-31,999,2,40.68,48.36
45,2019-01-01,999,2,40.44,47.88
45,2019-01-07,999,3,39.37,47.69
45,2019-01-09,999,2,39.88,48.36
45,2019-01-13,999,4,38.09,47.45
45,2019-01-15,999,3,39.37,46.79
45,2019-01-18,999,2,39.88,46.79
45,2019-01-19,999,2,39.88,48.36
45,2019-01-22,999,3,39.37,48.36
45,2019-01-24,999,3,39.37,47.45
45,2019-01-28,999,4,38.09,46.79
45,2019-01-29,999,3,39.37,47.69
45,2019-01-29,999,4,38.09,48.36
45,2019-01-30,999,4,38.09,46.79
45,2019-02-10,999,4,38.85,48.36
45,2019-02-17,999,2,40.68,48.36
45,2019-02-25,999,2,40.68,48.36
45,2019-03-01,999,2,40.68,48.36
45,2019-03-12,999,2,40.68,48.36
45,2019-03-30,999,2,41.41,47.86
46,2019-02-05,999,2,20.68,25.18
46,2019-03-10,999,3,20.41,24.83
46,2019-03-13,999,3,20.78,24.92
46,2019-03-17,999,3,20.41,25.18
47,2019-01-01,999,2,25.7,30.14
47,2019-01-07,999,3,25.83,30.55
47,2019-01-09,999,3,25.37,30.44
47,2019-01-13,999,3,25.37,30.81
47,2019-01-19,999,4,24.55,29.94
47,2019-01-22,999,4,24.55,29.53
47,2019-01-30,999,3,25.37,30.87
47,2019-02-05,999,3,26.3,30.53
47,2019-02-10,999,2,26.21,30.56
47,2019-02-19,999,3,26.35,30.49
47,2019-03-07,999,3,26.35,30.55
47,2019-03-19,999,4,25.04,29.94
47,2019-03-26,999,3,25.88,30.87
47,2019-03-30,999,4,25.04,29.94
48,2019-01-12,999,3,10.43,13.13
48,2019-01-19,999,3,10.43,12.95
48,2019-02-05,999,4,10.5,13.13
48,2019-02-10,999,3,10.64,13.13
48,2019-02-24,999,3,10.64,12.95
48,2019-02-24,999,4,10.5,12.95
48,2019-02-28,999,3,10.64,13.13
48,2019-03-19,999,2,10.78,13.13
48,2019-03-26,999,4,10.5,12.95
48,2019-03-30,999,3,10.64,12.95
113,2019-01-10,999,4,19.47,23.78
113,2019-01-18,999,2,20.38,23.45
113,2019-02-09,999,3,20.52,23.45
113,2019-02-16,999,3,20.52,23.78
113,2019-02-26,999,2,20.79,23.78
114,2019-01-04,999,3,16.63,19.64
114,2019-01-19,999,3,16.63,19.64
114,2019-01-30,999,3,16.52,23.11
114,2019-02-09,999,4,16.4,19.64
114,2019-02-11,999,2,17.48,19.44
114,2019-02-18,999,4,16.4,19.64
114,2019-02-19,999,3,16.85,23.11
114,2019-02-24,999,2,17.17,19.37
114,2019-02-27,999,2,17.17,19.37
115,2019-01-19,999,4,7.61,9.3
115,2019-01-31,999,3,8.02,9.2
115,2019-01-31,999,4,7.72,9.21
115,2019-02-11,999,4,7.91,9.2
115,2019-02-18,999,3,8.03,9.17
116,2019-01-24,999,3,10.5,12.4
116,2019-01-28,999,3,10.5,12.4
116,2019-02-14,999,2,10.84,12.4
116,2019-02-17,999,2,10.84,12.4
116,2019-02-17,999,4,10.36,12.4
116,2019-02-18,999,3,10.83,14.44
116,2019-02-21,999,3,10.64,14.59
116,2019-02-24,999,3,10.71,12.23
116,2019-03-08,999,3,10.64,14.59
117,2019-01-20,999,2,7.97,9.3
117,2019-01-30,999,3,7.82,10.94
117,2019-01-31,999,4,7.75,9.2
117,2019-02-17,999,2,8.13,9.3
117,2019-02-18,999,2,8.13,9.3
117,2019-02-22,999,3,7.98,10.79
117,2019-02-23,999,3,8.03,9.3
117,2019-02-24,999,4,7.76,9.17
117,2019-03-04,999,3,8.09,10.83
118,2019-01-10,999,4,423.35,544.49
118,2019-01-17,999,2,443.22,552.11
118,2019-01-18,999,3,6.99,8.15
118,2019-01-28,999,3,6.99,8.26
118,2019-02-01,999,3,7.13,8.26
118,2019-02-09,999,4,6.91,8.26
118,2019-02-11,999,2,7.35,8.18
118,2019-02-11,999,4,7.03,8.18
119,2019-01-02,999,2,6.19,7.23
119,2019-01-06,999,3,6.09,8.39
119,2019-01-15,999,3,6.09,8.39
119,2019-01-17,999,3,6.09,8.51
119,2019-01-18,999,2,6.19,7.13
119,2019-01-27,999,3,6.09,8.51
119,2019-02-05,999,3,6.21,8.51
119,2019-02-05,999,4,6.04,7.13
119,2019-02-09,999,3,6.21,8.39
119,2019-02-14,999,4,6.04,7.23
119,2019-02-17,999,4,6.04,7.23
119,2019-02-19,999,3,6.21,8.51
119,2019-03-06,999,3,6.21,8.39
119,2019-03-11,999,3,6.21,8.39
119,2019-03-24,999,3,6.21,8.51
120,2019-01-04,999,3,6.09,9
120,2019-01-07,999,3,6.09,9.22
120,2019-01-08,999,3,6.09,9.22
120,2019-01-24,999,3,6.19,9.12
120,2019-01-28,999,3,6.09,9.22
120,2019-02-12,999,3,6.21,9.22
120,2019-02-14,999,3,6.21,9.22
120,2019-02-15,999,3,6.31,9.12
120,2019-02-27,999,3,6.21,9.22
120,2019-03-04,999,3,6.21,9.09
120,2019-03-17,999,3,6.21,9.22
120,2019-03-28,999,3,6.21,9.22
123,2019-02-11,999,3,45.17,65.22
123,2019-03-27,999,3,45.17,65.22
125,2019-01-01,999,3,13.91,16.63
125,2019-01-04,999,3,13.91,16.86
125,2019-01-05,999,2,14.09,16.84
125,2019-01-16,999,3,14,16.59
125,2019-01-18,999,3,14,16.36
125,2019-01-22,999,2,14.09,16.63
125,2019-01-27,999,2,14.09,16.86
125,2019-02-01,999,2,14.37,16.61
125,2019-02-05,999,3,14.19,16.86
125,2019-02-06,999,3,14.19,16.84
125,2019-02-24,999,3,14.44,16.69
125,2019-03-09,999,2,14.37,16.63
125,2019-03-15,999,3,14.19,16.63
126,2019-01-11,999,4,24.87,30.57
126,2019-01-27,999,4,24.87,30.57
126,2019-02-01,999,2,26.06,30.12
126,2019-02-04,999,3,25.72,30.57
126,2019-02-09,999,2,26.21,30.08
126,2019-02-09,999,3,25.72,30.57
126,2019-02-22,999,4,25.04,29.66
126,2019-02-24,999,2,26.21,29.66
126,2019-03-04,999,3,25.72,30.57
126,2019-03-18,999,3,25.72,30.57
126,2019-03-24,999,2,26.06,30.15
126,2019-03-27,999,3,25.72,30.57
126,2019-03-31,999,2,26.06,30.57
127,2019-01-11,999,4,31.32,38.14
127,2019-01-15,999,3,32.37,39.38
127,2019-01-15,999,4,31.32,38.84
127,2019-01-18,999,2,32.79,38.14
127,2019-02-05,999,4,31.95,39.38
127,2019-02-11,999,2,33.45,38.67
127,2019-02-27,999,3,32.83,52.52
127,2019-03-31,999,3,34.86,38.84
127,2019-03-31,999,4,31.95,39.38
128,2019-01-01,999,2,24.82,29.8
128,2019-01-15,999,2,24.82,29.8
128,2019-01-16,999,4,23.7,29.26
128,2019-01-24,999,2,24.82,29.26
128,2019-01-24,999,4,23.7,29.26
128,2019-02-04,999,4,24.52,28.98
128,2019-02-09,999,2,25.32,29.8
128,2019-02-11,999,2,25.78,28.96
128,2019-02-18,999,2,25.32,29.39
128,2019-02-18,999,4,24.17,29.39
128,2019-02-22,999,3,24.85,39.19
128,2019-02-22,999,4,24.17,28.86
128,2019-03-18,999,3,24.85,39.74
128,2019-03-27,999,4,24.17,29.8
129,2019-01-16,999,2,171.08,201.76
129,2019-01-24,999,3,168.91,201.76
129,2019-02-01,999,3,172.29,201.76
129,2019-02-15,999,3,172.29,198.97
129,2019-02-24,999,2,174.5,202.64
129,2019-02-24,999,4,166.68,202.64
129,2019-02-27,999,3,172.29,202.64
129,2019-03-04,999,2,174.5,205.48
129,2019-03-11,999,4,166.68,205.48
129,2019-03-18,999,4,166.68,202.64
129,2019-03-24,999,2,174.5,202.64
129,2019-03-29,999,3,172.29,202.64
130,2019-01-23,999,2,79.78,94.08
130,2019-01-24,999,2,79.78,94.08
130,2019-01-28,999,3,78.76,92.78
130,2019-02-22,999,2,81.38,92.78
130,2019-02-24,999,4,77.72,94.49
130,2019-02-27,999,2,81.38,92.78
131,2019-02-01,999,3,16.85,26.38
131,2019-03-15,999,3,16.85,26.59
132,2019-02-15,999,3,22.16,35.48
133,2019-01-18,999,3,27.4,42.59
140,2019-01-18,999,3,26.09,42.58
140,2019-02-03,999,3,26.99,41.25
140,2019-02-16,999,3,26.61,41.09
140,2019-02-23,999,2,26.96,41.09
146,2019-02-23,999,3,10.64,16.43
148,2019-01-02,999,2,18.5,28.76
14,2019-02-03,999,3,892.72,1159.99
14,2019-02-20,999,2,904.18,1108.99
19,2019-03-10,999,3,49.68,62.15
21,2019-02-28,999,2,826.79,1064.27
21,2019-03-30,999,2,813.77,1075.95
22,2019-02-02,999,2,22.91,26.29
22,2019-02-03,999,4,21.58,26.61
24,2019-03-17,999,4,40.25,48.75
25,2019-03-10,999,2,103.41,126.99
29,2019-03-26,999,3,446.36,553.99
34,2019-02-08,999,3,35.49,46.23
35,2019-02-16,999,3,44.37,56.99
36,2019-02-16,999,3,39.92,51.29
37,2019-01-28,999,3,50.81,59.91
39,2019-01-09,999,3,30.86,40.05
41,2019-03-12,999,3,40.16,48.36
42,2019-03-26,999,4,38.85,47.69
118,2019-01-07,999,3,6.99,8.26
13,2019-01-31,999,3,783.03,1205.99
14,2019-01-16,999,3,875.22,1176.23
14,2019-01-18,999,2,886.45,1124.52
14,2019-01-23,999,4,846.71,1176.23
14,2019-02-17,999,2,904.18,1124.52
15,2019-02-16,999,4,863.64,999.99
15,2019-02-19,999,4,863.64,1013.99
17,2019-02-05,999,2,988.79,1495.99
17,2019-03-10,999,3,993.76,1556.42
18,2019-01-04,999,3,1146.88,1735.91
18,2019-02-23,999,4,1142.95,1448.04
19,2019-01-25,999,3,48.71,62.15
19,2019-02-16,999,4,49,63.02
20,2019-01-07,999,2,528.76,608.39
20,2019-01-17,999,3,531.42,602.09
21,2019-02-14,999,4,777.28,1075.95
22,2019-01-12,999,4,21.16,26.56
22,2019-01-25,999,3,21.87,26.61
22,2019-02-20,999,4,21.89,26.29
22,2019-03-28,999,2,23.01,26.33
23,2019-02-26,999,3,19.51,23.75
24,2019-01-08,999,2,40.53,49.43
24,2019-01-17,999,4,39.46,49.43
24,2019-01-25,999,2,40.53,49.43
24,2019-01-28,999,3,40.01,48.75
24,2019-02-12,999,3,40.81,49.34
24,2019-02-25,999,2,41.34,49.43
25,2019-01-17,999,2,99.58,128.32
25,2019-02-13,999,3,100.27,128.32
27,2019-03-12,999,3,39.92,49.27
28,2019-02-26,999,3,177.48,213.99
29,2019-01-10,999,3,437.61,553.99
29,2019-01-30,999,2,443.22,561.75
29,2019-02-16,999,3,446.36,553.99
29,2019-03-30,999,3,446.36,561.75
30,2019-01-03,999,2,8.8,10.94
30,2019-01-10,999,3,8.69,10.79
30,2019-02-10,999,4,8.74,10.94
30,2019-03-13,999,3,9.02,10.83
31,2019-01-23,999,3,7.97,9.74
32,2019-02-23,999,3,60.34,73.43
34,2019-02-28,999,2,35.94,46.23
35,2019-01-10,999,2,44.31,54.45
35,2019-02-19,999,2,45.84,53.91
35,2019-02-23,999,3,47.11,53.7
37,2019-02-25,999,3,51.83,59.58
37,2019-03-31,999,3,48.8,62.45
38,2019-02-05,999,2,26.96,34.67
38,2019-02-22,999,2,26.96,34.67
39,2019-01-19,999,3,30.44,40.45
39,2019-01-24,999,4,29.63,37.59
40,2019-02-22,999,3,40.88,46.95
41,2019-01-20,999,3,39.37,47.45
41,2019-01-24,999,3,39.37,47.45
41,2019-02-01,999,4,38.85,47.45
41,2019-02-25,999,4,38.85,48.36
42,2019-01-07,999,2,39.88,47.45
42,2019-01-10,999,4,38.09,47.45
42,2019-01-28,999,2,39.88,46.79
42,2019-01-30,999,2,40.6,46.95
42,2019-02-12,999,3,40.16,47.45
42,2019-02-17,999,4,38.85,47.45
43,2019-02-04,999,4,38.85,47.45
43,2019-03-04,999,2,40.68,48.36
43,2019-03-30,999,3,40.16,48.36
44,2019-01-07,999,3,39.37,47.69
44,2019-02-17,999,4,38.85,46.79
44,2019-02-25,999,3,40.16,48.36
44,2019-03-31,999,4,38.85,48.36
45,2019-01-04,999,4,38.09,46.79
45,2019-03-22,999,4,38.85,48.36
46,2019-02-05,999,3,20.41,25.18
47,2019-01-19,999,2,25.7,30.14
47,2019-01-29,999,2,25.7,30.56
47,2019-02-07,999,3,26.24,30.56
48,2019-03-01,999,3,10.64,13.13
48,2019-03-22,999,4,10.5,13.13
113,2019-03-23,999,3,20.41,27.98
114,2019-01-08,999,2,16.83,19.64
114,2019-03-28,999,3,16.85,23.11
115,2019-01-07,999,3,7.87,9.3
116,2019-02-19,999,4,10.36,12.4
116,2019-03-09,999,3,10.64,14.39
117,2019-01-06,999,2,7.97,9.17
117,2019-01-15,999,4,7.61,9.3
117,2019-02-05,999,2,8.13,9.3
117,2019-02-18,999,4,7.76,9.17
118,2019-02-24,999,4,6.91,8.15
119,2019-01-17,999,4,5.92,7.23
119,2019-03-29,999,3,6.21,8.39
120,2019-02-21,999,3,6.21,9.22
123,2019-03-11,999,3,44.37,64.99
125,2019-01-29,999,4,13.54,16.36
125,2019-02-09,999,2,14.37,16.63
125,2019-02-22,999,3,14.19,16.63
125,2019-03-09,999,3,14.19,16.63
126,2019-02-05,999,2,26.06,30.54
126,2019-02-27,999,2,26.06,30.12
126,2019-03-22,999,4,25.37,30.57
127,2019-02-22,999,3,32.83,51.79
127,2019-03-31,999,2,33.45,39.38
128,2019-01-18,999,3,24.5,28.86
129,2019-02-06,999,2,174.5,201.76
129,2019-03-22,999,2,174.5,202.64
130,2019-01-15,999,4,76.2,92.78
130,2019-02-09,999,4,79.12,93.1
131,2019-03-24,999,3,17.16,26.68
140,2019-02-03,999,2,26.96,41.09
140,2019-02-27,999,3,26.61,41.99
13,2019-01-10,999,3,783.03,1232.16
14,2019-01-28,999,3,875.22,1124.52
14,2019-01-30,999,3,875.22,1176.23
15,2019-01-05,999,2,893.61,1003.99
15,2019-01-10,999,3,875.22,999.99
15,2019-01-16,999,4,846.71,999.99
15,2019-01-24,999,3,875.22,999.99
15,2019-01-25,999,4,860.26,1002.99
15,2019-02-02,999,2,904.18,1013.99
15,2019-02-14,999,4,863.64,999.99
15,2019-02-20,999,2,904.18,1013.99
17,2019-01-25,999,3,974.27,1556.42
17,2019-01-30,999,3,974.27,1556.42
17,2019-02-05,999,3,976.18,1550.99
18,2019-01-14,999,2,1152.39,1442.99
18,2019-01-14,999,3,1201.39,1442.99
18,2019-01-17,999,4,1100.73,1552.83
18,2019-01-24,999,3,1133.3,1632.79
18,2019-01-25,999,3,1151.41,1735.04
18,2019-02-04,999,4,1137.64,1753.2
18,2019-02-21,999,2,1170.86,1674.39
18,2019-02-21,999,3,1155.97,1697.83
18,2019-02-26,999,2,1168.56,1753.2
18,2019-03-03,999,3,1155.97,1674.39
18,2019-03-07,999,2,1170.86,1697.83
18,2019-03-17,999,4,1122.74,1552.83
19,2019-01-20,999,2,49.34,62.15
19,2019-01-25,999,2,49.34,62.15
19,2019-03-14,999,2,50.33,63.02
19,2019-03-26,999,3,49.68,63.02
19,2019-03-28,999,3,49.68,63.02
19,2019-03-30,999,2,50.33,63.02
20,2019-01-23,999,3,522.02,608.39
20,2019-03-07,999,3,542.05,602.09
21,2019-01-04,999,2,797.81,1067.73
21,2019-01-20,999,3,787.7,1052.99
21,2019-02-03,999,2,813.77,1067.73
21,2019-02-12,999,2,813.77,1067.73
21,2019-03-03,999,3,803.45,1075.95
21,2019-03-14,999,2,813.77,1075.95
21,2019-03-23,999,2,828.41,1064.8
21,2019-03-26,999,3,803.45,1061.09
22,2019-01-11,999,3,21.87,26.56
22,2019-01-16,999,4,21.16,26.19
22,2019-01-20,999,4,21.16,26.56
22,2019-01-24,999,3,21.87,26.56
22,2019-01-28,999,2,22.16,26.61
22,2019-02-10,999,4,21.58,26.56
22,2019-02-19,999,3,22.71,26.33
22,2019-02-19,999,4,21.58,26.24
22,2019-02-28,999,2,22.6,26.61
22,2019-03-12,999,4,21.58,26.61
22,2019-03-25,999,2,22.91,26.34
23,2019-01-02,999,3,19.13,24.08
23,2019-02-10,999,3,19.51,23.75
23,2019-03-20,999,3,19.51,24.08
24,2019-01-10,999,3,40.73,48.92
24,2019-01-10,999,4,39.46,49.43
24,2019-01-12,999,4,39.46,49.34
24,2019-01-19,999,2,40.53,49.34
24,2019-01-19,999,3,40.73,48.83
24,2019-01-23,999,2,40.53,49.34
24,2019-01-26,999,2,40.53,48.66
24,2019-01-26,999,3,40.01,48.66
24,2019-01-28,999,2,40.53,49.43
24,2019-02-19,999,3,41.38,48.95
24,2019-03-02,999,2,41.34,49.43
24,2019-03-12,999,3,40.81,48.75
24,2019-03-20,999,3,40.81,48.75
24,2019-03-21,999,3,40.81,49.43
24,2019-03-28,999,4,40.25,49.43
25,2019-01-13,999,3,98.3,126.55
25,2019-01-14,999,3,100.07,126.99
25,2019-01-21,999,3,98.3,126.55
25,2019-01-28,999,3,98.3,126.55
25,2019-02-10,999,2,101.57,127.74
25,2019-02-10,999,4,98.88,126.55
25,2019-02-16,999,3,100.27,128.32
25,2019-02-28,999,2,101.57,128.32
25,2019-03-02,999,4,98.88,126.55
25,2019-03-10,999,3,100.27,126.55
25,2019-03-23,999,4,98.88,128.32
25,2019-03-30,999,2,101.57,128.32
26,2019-01-02,999,3,130.5,169.58
26,2019-01-16,999,3,130.5,167.99
26,2019-01-17,999,3,130.5,170.34
26,2019-01-25,999,3,130.5,167.99
26,2019-02-16,999,3,135.51,168.58
26,2019-03-08,999,3,133.11,170.34
26,2019-03-10,999,3,135.51,168.58
26,2019-03-20,999,3,133.11,170.34
27,2019-01-16,999,3,39.14,48.59
27,2019-02-08,999,3,39.92,48.59
28,2019-01-23,999,3,177.13,214.74
28,2019-01-25,999,3,174,213.99
28,2019-02-07,999,3,177.48,216.99
